dialog_act,utterance,predicted_dialogact
reqalts,anything else,hello
inform,the food,inform
thankyou,thank you good bye,thankyou
inform,im looking for cheap polynesian food,inform
affirm,correct,inform
,sil,inform
request,what is the phone number,request
request,what is the phone number,request
inform,eritrean food,inform
,im looking,inform
reqalts,is there anything else,hello
request,what is the address,request
inform,international food,inform
request,what is the price range,request
inform,east,inform
request,phone number,inform
,sil,inform
negate,no,negate
inform,north,negate
inform,i dont care,inform
request,what is the address and phone number,request
affirm,yes,affirm
inform,chinese,hello
request,address,inform
,unintelligible,inform
reqalts,how about the center of town,reqalts
,unintelligible,inform
,unintelligible,inform
inform,i would like to find a restaurant in any area serving international food,inform
inform,cheap,inform
inform,west,inform
request,address,inform
request,phone number,inform
thankyou,thank you good bye,thankyou
,sil,inform
,sil,inform
request,post code,inform
thankyou,thank you good bye,thankyou
inform,i want to find an expensive restaurant,inform
,unintelligible,inform
reqalts,how about canape,reqalts
inform,canapes,inform
inform,indian food,inform
,tape,inform
inform,im looking for a moderately priced restaurant in the east part of town,inform
request,whats the address,request
thankyou,thank you good bye,thankyou
request,whats the phone number,request
thankyou,noise thank you goodbye,negate
request,what is the address,request
request,uh address,inform
reqalts,how about a gastropub,reqalts
inform,any,inform
request,whats the post code,request
request,phone number please,inform
request,address,inform
thankyou,thank you good bye,thankyou
,im done,inform
thankyou,thank you,thankyou
thankyou,thank you good bye,thankyou
inform,id like an expensive restaurant in the east part of town,inform
request,what is the phone number,request
affirm,yes,affirm
reqalts,is there anything else,hello
inform,hungarian,inform
inform,british feed,inform
thankyou,thank you good bye,thankyou
inform,im looking for traditional food,inform
affirm,correct,inform
,okay,ack
thankyou,uh thank you,thankyou
thankyou,thank you good bye,thankyou
,noise,negate
inform,west,inform
request,can i have the address and phone number,inform
inform,i dont care,inform
thankyou,thank you good bye,thankyou
inform,catalan food,inform
inform,uh mediterranean food,inform
inform,uh center,inform
inform,east,inform
inform,i dont care,inform
inform,im looking for a romanian restaurant,inform
inform,im looking for an expensive restaurant in the south part of town,inform
request,may i have the address,inform
inform,i dont care,inform
thankyou,thank you good bye,thankyou
inform,japanese,inform
,i would like,inform
request,what is the address,request
inform,i want thai food,inform
bye,okay forget it goodbye,ack
,sil,inform
,cough,inform
inform,i want a restaurant in the north part of town that serves swiss food,negate
thankyou,thank you good bye,thankyou
inform,im looking an expensive dr expensive restaurant that serves canapes food,inform
reqalts,how about ah one that serves asian oriental,reqalts
affirm,yes,affirm
request,ah where is it,confirm
reqalts,do you have anything else,hello
inform,doesnt matter,inform
inform,i dont care,inform
request,phone number,inform
affirm,yes,affirm
bye,okay good bye,ack
inform,it doesnt matter,inform
bye,good bye,bye
reqalts,how about british food,reqalts
inform,cheap price range,inform
inform,jamcian food,inform
request,can i get the phone number,inform
inform,it doesnt matter,inform
thankyou,thank you good bye,thankyou
request,what is the phone number,request
thankyou,thank you good bye,thankyou
inform,spanish,inform
request,location,inform
reqalts,anything else,hello
request,whats the address,request
,thats all i need,inform
confirm,does it serve vietnamese type of food,confirm
inform,can i have a restaurant in the center,inform
inform,can i have a restaurant in the center,inform
inform,can i have irish food,inform
inform,what about irish food,request
affirm,yes,affirm
reqalts,how about korean food,reqalts
thankyou,thank you good bye,thankyou
inform,dont care,inform
reqalts,is there anything else,hello
thankyou,thank you good bye,thankyou
inform,anything,hello
,looking for a,inform
inform,eritrean,inform
negate,no eritrean,negate
inform,eritrean,inform
inform,okay uh spanish food,ack
thankyou,thank you good bye,thankyou
inform,im looking for a cheap restaurant that serves welsh food,inform
reqalts,how about mediterranean food,inform
inform,mediterranean food,inform
inform,spanish food,inform
inform,im looking for a moderately priced restaurant,inform
thankyou,thank you good bye,thankyou
request,what type of food,request
request,what kind of food,request
thankyou,thank you good bye,thankyou
inform,i want indian food,inform
inform,indian food west part of town,inform
request,what type of food,request
thankyou,thank you good bye,thankyou
inform,spanish food,inform
negate,no,negate
inform,portuguese,inform
request,okay show me the address,ack
inform,cheap restaurant,inform
request,what type of food do they serve,confirm
request,whats their post code,request
thankyou,okay thank you good bye,ack
,breathing,hello
inform,uh any,inform
request,whats the phone number,request
inform,danish,inform
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
inform,world food,inform
request,part of town,inform
inform,vietnamese,inform
request,whats the post code,request
thankyou,thank you good bye,thankyou
inform,mediterranean food,inform
reqalts,is there anything else,hello
request,can i have the address,inform
,noise,negate
inform,i want an indian food restaurant moderate priced,inform
reqalts,how about asian oriental food,reqalts
inform,it doesnt matter,inform
request,can i have the phone number,inform
reqalts,how about a restaurant in the west part of town serving vietnamese food,reqalts
request,whats the phone number,request
,noise,negate
request,address,inform
inform,dont care,inform
inform,dont care,inform
,done,inform
,finished,inform
negate,no,negate
inform,looking for a cheap restaurant east part of town,inform
reqalts,anything else,hello
inform,i dont care,inform
request,whats the price range,request
affirm,yes,affirm
inform,cheap,inform
request,what is the address,request
affirm,yes,affirm
request,post code,inform
inform,west,inform
affirm,yes,affirm
request,phone number,inform
bye,good bye,bye
inform,any restaurants,inform
inform,any food,inform
inform,im looking for a moderately priced restaurant in the north part of town,inform
request,what is the phone number,request
request,what is the address and phone number,request
confirm,is it moderately priced,confirm
inform,any,inform
,incorrect,inform
,is there,inform
inform,i dont care,inform
,noise,negate
reqalts,how about indian food,reqalts
request,and the phone number,inform
request,and the price range,inform
inform,chinese food,hello
inform,cheap,inform
affirm,yes,affirm
request,phone number,inform
inform,im looking for a cheap restaurant in the west part of town,inform
request,whats the address phone number and type of food,request
,noise,negate
inform,enlish,inform
inform,german food in the centre of town,inform
inform,center of town,inform
inform,singapore,inform
inform,i want italian food,inform
inform,expensive restaurant breath,inform
inform,east,inform
affirm,yea you can give me the address,affirm
inform,i need a moderately priced restaurant in the south part of town,inform
inform,it doesnt matter,inform
inform,uh italian food,inform
inform,im looking for an italian restaurant,inform
request,phone number,inform
inform,any,inform
,noise,negate
request,phone number,inform
request,okay whats their address,ack
reqalts,how about vietnamese food,reqalts
reqalts,how about vietnamese food,reqalts
inform,scottish,inform
inform,european food,inform
request,may i have their phone number please,inform
inform,im looking for a cheap restaurant,inform
inform,portuguese food,inform
inform,i dont care,inform
inform,im looking for a restaurant in the south part of town and it should serve scandinavian food,inform
reqalts,what about chinese in the south part of town,hello
inform,chinese food,hello
thankyou,thank you good bye,thankyou
inform,indian restaurant,inform
affirm,yes,affirm
request,and what is the address,request
thankyou,okay thank you good bye,ack
inform,uh im looking for an expensive restaurant in the east part of town,inform
reqalts,another one,deny
bye,okay good bye,ack
request,whats the address,request
negate,no thank you good bye,negate
inform,traditional food,inform
thankyou,thank you good bye,thankyou
,noise,negate
request,phone number,inform
thankyou,thank you good bye,thankyou
inform,moderate,inform
request,any price rage,inform
reqalts,is there anything else,hello
inform,i dont care,inform
thankyou,thank you good bye,thankyou
inform,any,inform
request,may i have the address pleas,inform
request,and the price range,inform
reqalts,what about north american food,negate
request,what is the phone numbere,request
bye,bye,inform
reqalts,what about thai food,request
inform,moderately,inform
inform,im looking for a restaurant in the west part of town,inform
affirm,yes,affirm
confirm,is there a thai restaurant,inform
inform,expensive french restaurant,inform
inform,any kind,inform
request,phone number,inform
inform,want one that serves international food,inform
affirm,yes,affirm
inform,moderate,inform
,i need the nor,negate
bye,bye,inform
request,the area of the venue,inform
inform,north,negate
confirm,is it moderately priced,confirm
thankyou,okay thank you good bye,ack
inform,a cheap restaurant and it should be in the west part of town,inform
request,whats the address,request
request,and phone number,inform
inform,portuguese food,inform
inform,cheap,inform
inform,italian food,inform
inform,looking for a restaurant in the center that serves vegetarian food,inform
reqalts,how about oriental type of food,reqalts
affirm,correct,inform
thankyou,thank you good bye,thankyou
reqalts,how about european type food,reqalts
bye,okay good bye,ack
thankyou,thank you,thankyou
inform,i want to find chinese food,hello
,noise,negate
thankyou,thank you,thankyou
inform,thai food,inform
inform,afghan food,inform
thankyou,thank you good bye,thankyou
inform,cheap,inform
affirm,yes,affirm
inform,south,inform
inform,im looking for a cheap restaurant in the east part of town,inform
,sil,inform
request,whats the address,request
thankyou,thank you good bye,thankyou
inform,international food,inform
request,could i have the phone number and post code please,request
reqalts,how about mediterranean food,inform
inform,mediterranean food,inform
inform,moderate,inform
request,what is the phone number,request
request,can i have the address,inform
inform,i need an expensive restsurant in the east part of town,inform
request,address,inform
inform,any type of food,inform
thankyou,thank you good bye,thankyou
hello,hello,hello
request,whats the phone number talking,request
,background_speech,repeat
,background_speech,repeat
inform,north creative,negate
request,address,inform
thankyou,thank you good bye,thankyou
inform,im looking for a moderately priced restaurant in the west part of town,inform
request,whats the address,request
inform,dont care,inform
inform,moderate,inform
request,can i get the phone number,inform
request,phone number,inform
reqalts,how about european food,reqalts
thankyou,thank you good bye,thankyou
inform,breath id like a moderately priced restaurant that serves thai food,inform
inform,thai food,inform
affirm,yes serving chinese food,affirm
request,can i have their address,inform
inform,it doesnt matter,inform
thankyou,thank you good bye,thankyou
thankyou,thank you,thankyou
negate,no,negate
affirm,yes,affirm
,noise,negate
reqalts,um what about chinese,hello
inform,any,inform
inform,east,inform
request,can i have the address please,inform
request,what is the address and phone number,request
inform,any kind,inform
request,what is the address,request
affirm,yes,affirm
inform,turkish food,inform
,i would like,inform
,you tell me,inform
request,whats the address,request
affirm,yes,affirm
negate,no,negate
request,address,inform
inform,um im looking for an expensive restaurant,inform
inform,south part,inform
inform,im looking for an expensive restaurant,inform
inform,im looking for an expensive restaurant,inform
inform,and it should be in the south part of town,inform
thankyou,thank you goodbye,thankyou
affirm,yeah,affirm
request,can i get the address,inform
inform,im looking for a moderate priced restaurant serving jamaican food,inform
reqalts,how about asian oriental type of food,reqalts
inform,asian oriental type of food,inform
affirm,yes,affirm
request,can i have the phone number,inform
request,phone number,inform
reqalts,how about spanish,reqalts
,noise,negate
affirm,yes,affirm
inform,an expensive restaurant in the south part of town,inform
inform,any type,inform
request,address,inform
inform,steak house food noise steak house food,negate
request,can i have the phone number,inform
bye,thank you good bye thank you good bye,thankyou
inform,any type,inform
inform,cheap,inform
inform,seafood,inform
inform,seafood,inform
inform,seafood,inform
inform,seafood,inform
,sea,inform
negate,no,negate
inform,seafood,inform
inform,im looking for a restaurant in the east part of town,inform
inform,indonesian,inform
request,what is the phone number,request
request,whats the address,request
thankyou,thank you good bye,thankyou
affirm,yes,affirm
inform,moderate,inform
affirm,yes,affirm
request,phone number,inform
,noise,negate
,noise,negate
inform,oriental food,inform
inform,asian oriental food,inform
reqalts,how about indian food,reqalts
negate,no indian,negate
reqalts,how about indian food,reqalts
request,what is the address,request
affirm,yes,affirm
affirm,yes,affirm
inform,north side,negate
request,whats its address,request
thankyou,uh thank you and goodbye,thankyou
negate,no,negate
reqalts,what about chinese food,hello
thankyou,thank you good bye,thankyou
,unintelligible,inform
inform,asian food,inform
inform,french food any french food,inform
inform,doesnt matter,inform
affirm,yes,affirm
bye,goodbye,bye
,sil,inform
,sil,inform
inform,moderate,inform
thankyou,thank you good bye,thankyou
inform,restaurant in the south part of town serving turkish food,inform
affirm,yes,affirm
request,address,inform
request,price range,inform
thankyou,thank you good bye,thankyou
request,address,inform
inform,i am looking for a moderately priced restaurant that serves russian food,inform
inform,i am looking for a moderately priced restaurant that serves russian food,inform
inform,russian,inform
inform,food,inform
request,what type of food do they serve,confirm
inform,russian food,inform
inform,chinese foo,hello
inform,chinese foo,hello
thankyou,thank you good bye,thankyou
inform,japanese food,inform
inform,japanese food,inform
inform,south,inform
inform,brazilian,inform
affirm,yes,affirm
inform,any,inform
thankyou,thank you good bye,thankyou
inform,romanian food,inform
inform,vietnamese,inform
thankyou,thank you good bye,thankyou
inform,expensive,inform
request,whats its address,request
inform,world,inform
inform,vietnam,inform
affirm,yes,affirm
request,address,inform
reqalts,how about international food,reqalts
inform,indian indian food in the east part of town,inform
inform,dont care,inform
request,the address,inform
request,the phone number,inform
inform,find spanish restaurant,inform
inform,indonesian,inform
inform,asian restaurant,inform
inform,doesnt matter,inform
request,address,inform
inform,any,inform
request,and what is the address,request
request,address,inform
request,phone number,inform
inform,im looking for a restaurant in any area that serves cantonese food,inform
affirm,yea,affirm
reqalts,how about gastropub food,reqalts
inform,gastropub type of food,inform
inform,that serves gastropub,inform
request,may i have the address,inform
inform,im looking for turkish food,inform
inform,i dont care,inform
request,whats the address,request
inform,any,inform
thankyou,thank you good bye,thankyou
inform,i would like a restaurant in the west part of town that serves russian food,inform
inform,russian food,inform
thankyou,thank you good bye,thankyou
inform,uh it does i dont care,inform
request,whats the post code,request
reqalts,how about chinese,hello
request,what price range is it,confirm
inform,what about the center area,request
affirm,yes,affirm
request,post code,inform
request,postcode,inform
thankyou,thank you goodbye,thankyou
request,tasty then whats the phone number,request
negate,no,negate
request,address,inform
request,address,inform
reqalts,how about cheap portuguese food,reqalts
negate,no,negate
inform,i want a jamaican food restaurant in the center part of town,inform
inform,i dont care,inform
request,can i get the address,inform
thankyou,thank you goodbye,thankyou
request,what is the address,request
thankyou,thank you good bye,thankyou
inform,doesnt matter,inform
request,can i get the address and post code,inform
inform,gastro pub,inform
request,address,inform
thankyou,thank you good bye,thankyou
inform,i dont care,inform
reqalts,is there anything else,hello
thankyou,thank you good bye,thankyou
inform,id like a cheap restaurant on the south of town,inform
request,what is the post code,request
inform,english food,inform
request,whats the phone number of burger kitchen,request
request,and the type of food at gourmet burger kitchen,inform
inform,uh expensive,inform
reqalts,another restaurant,deny
inform,uh italian,inform
inform,west,inform
inform,moderate,inform
thankyou,thank you good bye,thankyou
request,address,inform
reqalts,how about vietnamese food,reqalts
request,may i have the phone number please,inform
request,phone number,inform
negate,no,negate
,pizza,inform
request,what is the address and phone and postal code,request
request,area,inform
inform,im looking for a restaurant in any area,inform
reqalts,how about modern european food,reqalts
thankyou,thank you good bye,thankyou
thankyou,breath thank you goodbye,thankyou
inform,doesnt matter,inform
affirm,yes,affirm
reqalts,is there anything else,hello
inform,im looking for a restaurant in the north of town serving french type of food,inform
inform,chinese,hello
request,what is the address and postcode,request
thankyou,thank you goodbye,thankyou
reqalts,um how about european food,reqalts
thankyou,thank you good bye,thankyou
request,postcode,inform
inform,cheap restaurant,inform
inform,i would like chinese food,hello
request,what is the address and post code,request
request,what is the phone number,request
inform,north,negate
inform,north,negate
inform,steakhouse,inform
inform,european food,inform
request,address,inform
thankyou,thank you good bye,thankyou
inform,singaporean,inform
reqalts,how about vietnamese,reqalts
inform,vietnamese food,inform
request,whats the telephone number,request
request,what is the address,request
inform,im looking for a restaurant on the east part of town that serves scandinavia food,inform
reqalts,how about chinese,hello
inform,doesnt matter,inform
affirm,yes,affirm
inform,british food,inform
affirm,yes,affirm
,okay,ack
thankyou,thank you good bye,thankyou
negate,no,negate
inform,moderately priced restaurant,inform
inform,serves halal food,inform
inform,halal,inform
inform,halal food,inform
inform,asian oriental food,inform
affirm,yes,affirm
request,and phone nubmer,inform
,unintelligible,inform
request,address,inform
thankyou,thank you good bye,thankyou
reqalts,how about indian food,reqalts
inform,i want christmas food,inform
thankyou,thank you goodbye,thankyou
thankyou,thank you goodbye,thankyou
thankyou,thank you goodbye,thankyou
,sil,inform
inform,the turkiesh food,inform
inform,turkey food,inform
inform,restaurant,inform
inform,turkiesh food,inform
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
bye,good bye,bye
reqalts,okay how about a gastropub,ack
bye,okay thank you and good bye,ack
thankyou,thank you good bye,thankyou
inform,im looking for a cheap restaurant in the west part of town,inform
inform,im looking for a korean restaurant in the expensive price range,inform
thankyou,thank you good bye,thankyou
inform,any kind of food id like a cheap restaurant,inform
affirm,yes,affirm
request,can i get their address and phone number,inform
request,may i have the address,inform
inform,expensive restaurant in the east part of town,inform
inform,any,inform
request,may i have the phone number,inform
thankyou,thank you good bye,thankyou
inform,cheap restaurant south part of town,inform
inform,any type,inform
inform,food type,inform
inform,any,inform
inform,spanish,inform
affirm,yes in the west part of town,affirm
inform,im looking for a restaurant that serves african food,inform
request,whats the address,request
request,what is the phone number,request
bye,bye,inform
inform,dont care,inform
inform,any,inform
request,address,inform
request,phone number,inform
thankyou,thank you good bye,thankyou
,sil,inform
inform,lebanese food,inform
thankyou,thank you good bye,thankyou
inform,im looking for world food,inform
inform,i dont care,inform
request,whats the post code,request
inform,i dont care,inform
,sil,inform
request,may i have the address,inform
,how about the,reqalts
,cough,inform
,unintelligible,inform
request,oh whats the phone number,request
inform,what about modern european,request
request,whats the phone number,request
thankyou,thank you good bye,thankyou
inform,i want to find a cheap restaurant and it should serve scandinavian food,inform
,okay is there,ack
request,address,inform
request,address,inform
,noise,negate
negate,no,negate
,what,request
inform,east,inform
inform,i am looking for an expensive restaurant that serves,inform
request,whats the address,request
inform,east noise,inform
request,whats the address,request
inform,venetian food,inform
thankyou,thank you goodbye,thankyou
inform,i need a cuban restaurant that is moderately priced,inform
thankyou,thank you good bye,thankyou
inform,uh doesnt matter,inform
inform,international food,inform
bye,okay thank you and good bye,ack
reqalts,is there any thing else,hello
request,can i have the address,inform
negate,no,negate
inform,korean,inform
affirm,yes,affirm
request,what is the price range,request
inform,east,inform
inform,east,inform
thankyou,thank you good bye,thankyou
inform,halal food,inform
inform,asian oriental type of food,inform
,noise,negate
request,and phone number,inform
,inaudible,inform
,inaudible,inform
request,phone number,inform
request,where,inform
request,what area,request
request,phone number,inform
reqalts,how about european food,reqalts
affirm,yes,affirm
request,phone number and address,inform
inform,restaurant east,inform
inform,greek food,inform
request,address,inform
inform,pan asian food,inform
inform,im looking for a moderately priced restaurant in the south part of town,inform
,unintelligible,inform
request,can i have the address and post code,inform
inform,i dont care,inform
thankyou,thank you good bye,thankyou
inform,i dont care,inform
thankyou,thank you good bye,thankyou
affirm,yes,affirm
request,curry prince address and phone number,inform
inform,east,inform
thankyou,thank you goodbye,thankyou
thankyou,thank you good bye,thankyou
request,address,inform
request,telephone number,inform
inform,im looking for a restaurant in the center part of town,inform
inform,hungarian food,inform
negate,no hungarian food,negate
request,what is the address,request
negate,no british food,negate
inform,afghan food,inform
reqalts,how about chinese,hello
request,whats the phone number,request
affirm,yes,affirm
request,whats the phone number,request
thankyou,thank you good bye,thankyou
request,area,inform
thankyou,thank you good bye,thankyou
thankyou,thank you goodbye,thankyou
inform,moderate price west part of town,inform
request,address,inform
thankyou,thank you good bye,thankyou
,noise,negate
request,address,inform
thankyou,thank you good bye,thankyou
request,what area is it in,confirm
request,what kind of food is it,confirm
request,what kind of food is that,request
request,address,inform
reqalts,how about french,reqalts
inform,mexican,inform
inform,uh restaurant,inform
request,address,inform
inform,cheap jamaican,inform
request,what kind of food does it serve,confirm
deny,i dont want chinese,deny
inform,cheap restaurant that serves,inform
inform,im looking for an expensive restaurant in the east part of town,inform
reqalts,is there anything else,hello
inform,im looking for a restaurant in any area it should serve gastropub food,inform
inform,north american food,negate
inform,anything,hello
inform,jamaican food,inform
inform,chinese,hello
request,address,inform
thankyou,thank you good bye,thankyou
inform,the east part of town,inform
request,what type of food,request
request,i want to find the address,inform
inform,i want to find a moderately priced restaurant and it should serve asian food,inform
inform,italian food,inform
reqalts,how about persian food,reqalts
inform,what about modern european type food,request
affirm,yes,affirm
inform,modern european,inform
request,okay can i get the address,ack
reqalts,what about chinese food,hello
reqalts,how about chinese food,hello
request,can i get an address phone number and post code,inform
inform,price over food west part of town,inform
inform,class over,inform
,unintelligible,inform
thankyou,thank you good bye,thankyou
inform,brazilian,inform
request,phone number,inform
inform,im looking for tuscan food,inform
inform,expensive,inform
negate,no,negate
inform,restaurant in any area international food,inform
request,address,inform
thankyou,thank you good bye,thankyou
request,what is their address and phone number,request
inform,north,negate
thankyou,thank you goodbye noise,negate
request,may i have the address and the phone number,inform
request,phone number,inform
request,phone number,inform
,sil,inform
request,and whats their phone number,request
thankyou,thank you good bye,thankyou
inform,in the north part of town,negate
affirm,yes,affirm
request,what is the address and the type of food,request
,static,inform
inform,oh i need to be in the north,negate
inform,any kind,inform
inform,doesnt matter,inform
inform,i dont care,inform
inform,it doesnt matter,inform
request,what is the phone number,request
hello,hi im looking for mexican food,hello
negate,no im looking for pan asian,inform
reqalts,how about asian oriental,reqalts
affirm,right,inform
inform,oriental,inform
reqalts,what about asian oriental,request
request,what type of food do they ser,confirm
request,the address,inform
request,what type of food do they ser,confirm
inform,moderate,inform
inform,gastropub,inform
thankyou,thank you good bye,thankyou
request,postcode,inform
thankyou,thank you goodbye,thankyou
thankyou,thank you goodbye,thankyou
,moder,inform
request,what is the address,request
thankyou,thank you good bye,thankyou
deny,wrong,deny
reqalts,anything else,hello
request,address,inform
request,address,inform
request,what is the type of food,request
request,what is the address and phone number,request
thankyou,thank you good bye,thankyou
request,whats the phone number,request
reqalts,is there anything else,hello
inform,fusion food,inform
affirm,yes,affirm
inform,fancy restaurant moroccan food,inform
inform,european,inform
inform,european food,inform
thankyou,thank you goodbye,thankyou
request,type of food,inform
request,type of food do they serve,confirm
inform,indian food,inform
affirm,yes,affirm
reqalts,how about asian oriental,reqalts
affirm,right,inform
inform,any,inform
inform,caribbean food,inform
inform,im looking for a restaurant in the north part of town,inform
request,what is the address,request
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
inform,asian oriental type of food,inform
affirm,yes,affirm
inform,it doesnt matter,inform
,sil,inform
request,what is the phone number,request
inform,an expensive restaurant,inform
request,and the phone number,inform
affirm,yes south part of town,affirm
inform,it deosnt matter,inform
,noise,negate
request,post code,inform
inform,any food,inform
request,ah whats the address,request
thankyou,thank you goodbye,thankyou
inform,looking for a restaurant that serves lebanese food,inform
affirm,yes,affirm
request,could i have the address,request
affirm,right,inform
inform,barbecue food,inform
inform,indian food,inform
inform,any price range,inform
request,i need to know the phone number and price of food,negate
inform,dont care,inform
inform,id like to find a cheap restaurant in the west part of town,inform
request,whats the address,request
thankyou,thank you good bye,thankyou
request,phone number,inform
thankyou,thank you good bye,thankyou
,unintelligible,inform
inform,in the west,inform
request,what is their phone number,request
inform,international food,inform
request,phone number,inform
thankyou,thank you goodbye,thankyou
inform,im looking for a moderately priced restaurant in the south part of town,inform
thankyou,thank you good bye,thankyou
,unintelligible,inform
,noise,negate
inform,unintelligible expensive,inform
,okay,ack
inform,im looking for an expensive restaurant that serves signaporean food,inform
request,can i get the phone number,inform
inform,im looking for a restaurant in the center part of town that serves european food,inform
request,address,inform
inform,english food,inform
request,phone number,inform
thankyou,thank you good bye,thankyou
inform,cheap restaurant east part of town,inform
thankyou,thank you good bye,thankyou
inform,its a restaurant in the south of town that serves italian food,inform
request,could i have their phone number and post code,request
inform,i dont care,inform
inform,any,inform
inform,any,inform
thankyou,thank you good bye,thankyou
affirm,yes,affirm
request,phone number,inform
inform,i want a moderately priced restaurant in the north part of town,negate
confirm,is that in the north part of town,negate
inform,i need a cheap restaurant,inform
inform,doesnt matter,inform
affirm,yes,affirm
request,what area,request
request,what kind of food does it serve,confirm
thankyou,thank you good bye,thankyou
inform,irish,inform
request,what is the address and phone number and area,request
affirm,yes,affirm
inform,cheap restaurant,inform
request,whats the address,request
inform,cantonese food,inform
inform,food,inform
inform,cantonese,inform
thankyou,thank you,thankyou
,noise,negate
inform,i would like a cheap restaurant in the north part of town,negate
inform,do you have chinese food,hello
request,can i have the address,inform
thankyou,thank you goodbye,thankyou
request,what is the address and phone number,request
,sil,inform
,noise,negate
request,address,inform
inform,any,inform
thankyou,thank you good bye,thankyou
inform,north part,negate
inform,doesnt matter,inform
request,okay can i have the address,ack
request,okay and the phone number please,ack
thankyou,thanks goodbye,bye
inform,looking for lebanese food in the city center,inform
request,whats the price range,request
inform,can i have a moderately priced restaurant,inform
reqalts,is there any restaurant serving asian oriental food,inform
inform,asian oriental,inform
inform,the east part of town,inform
request,can i get the address phone number and post code,inform
request,phone number,inform
thankyou,okay thank you good bye,ack
,noise,negate
inform,korean food,inform
affirm,yes that serves korean food,affirm
inform,i am looking for a restaurant in the center that serves korean food,inform
request,could i have the address,request
request,could i have the address,request
inform,im looking for a moderately priced restaurant in the west part of town,inform
inform,italian food,inform
thankyou,thank you good bye,thankyou
request,could i have their address and phone number please,request
inform,that serves corsica,inform
inform,the indian food,inform
thankyou,thank you good bye,thankyou
inform,cheap,inform
,unintelligible,inform
inform,im looking for a cheap restaurant,inform
inform,i want to find a moderately priced restaurant in the east part town,inform
inform,i dont care,inform
inform,moderately priced,inform
request,what is the phone number,request
inform,cheap,inform
,sil,inform
thankyou,thank you,thankyou
inform,looking for a moderately priced restaurant that serves brazilian,inform
thankyou,thank you good bye,thankyou
request,whats the address and phone number,request
inform,i want a restaurant in the west part of town that serves australian food,inform
reqalts,how about italian,reqalts
request,address,inform
request,phone number,inform
inform,dont care,inform
request,address,inform
affirm,yes,affirm
affirm,yes,affirm
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
inform,unintelligible food,inform
inform,cheap unintelligible food,inform
inform,unintelligible food,inform
inform,im looking for a restaurant in any area that serves russian food,inform
affirm,yes,affirm
request,can i get the address,inform
request,the phone number,inform
inform,expensive,inform
inform,expensive,inform
request,address,inform
inform,tuscan,inform
affirm,right,inform
inform,world food,inform
inform,i want a restaurant serving greek food,inform
inform,i want a korean restaurant,inform
request,whats their address,request
inform,yea im looking for a really cheap restaurant in the east part of town,affirm
inform,any,inform
,noise,negate
inform,moderate restaurant kosher food,inform
,noise,negate
inform,chinese,hello
reqalts,next,inform
thankyou,okay thank you good bye,ack
thankyou,thank you good bye,thankyou
inform,i dont care,inform
inform,north,negate
reqalts,how about asian oriental,reqalts
reqalts,how about asian oriental,reqalts
thankyou,thank you good bye,thankyou
inform,i dont care,inform
inform,i dont care,inform
inform,polynesian food,inform
request,phone number,inform
affirm,yes,affirm
request,phone number,inform
request,can i get the address and phone number please,inform
inform,moroccan food,inform
request,what is the address and phone number,request
request,what is the address,request
affirm,yes,affirm
thankyou,thank you,thankyou
,noise,negate
request,noise what is the phone number,negate
thankyou,thank you goodbye,thankyou
inform,cheap restaurant,inform
affirm,yes,affirm
thankyou,thank you good bye,thankyou
inform,im looking for thai,inform
,noise,negate
request,phone number,inform
inform,i need a restaurant in the center of town that serves spanish food,inform
request,what part of town is it in,confirm
thankyou,thank you good bye,thankyou
inform,any,inform
request,phone number,inform
inform,asian oriental,inform
inform,cheap,inform
request,phone number,inform
thankyou,thank you good bye,thankyou
inform,scandinavian food,inform
request,address phone number,inform
thankyou,thank you good bye,thankyou
inform,in the moderately price,inform
reqalts,how about indian food,reqalts
inform,indian,inform
thankyou,thank you good bye,thankyou
inform,im looking for a restaurant that serves afghan food,inform
inform,doesnt matter,inform
inform,it doesnt matter,inform
inform,expensive,inform
inform,restaurant in the west part of town that serves cuban food,inform
affirm,yes,affirm
,sil,inform
,sil,inform
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
affirm,ye,inform
request,alright can i have the address,inform
inform,scandinavian,inform
request,phone number,inform
request,phone number,inform
,noise,negate
thankyou,thank you goodbye,thankyou
reqalts,is there a restaurant serving british food,inform
affirm,right,inform
affirm,right,inform
bye,you good bye,bye
affirm,right,inform
inform,west,inform
,sil,inform
request,can i get the phone number,inform
affirm,yes,affirm
,noise,negate
thankyou,thank you good bye,thankyou
thankyou,thank you good bye,thankyou
thankyou,okay cool uh good bye thank you,ack
inform,north,negate
inform,north,negate
inform,north,negate
reqalts,is there anything else,hello
request,phone number,inform
request,phone number,inform
request,type of food do they serve,confirm
request,whats the price range,request
inform,any,inform
inform,anything,hello
request,phone number,inform
inform,um italian,inform
affirm,yes,affirm
,unintelligible,inform
reqalts,is there anything else in the medium price range,hello
inform,is there anything in the cheap price range,hello
reqmore,more,reqmore
inform,i dont care,inform
inform,asian,inform
reqalts,is there anything else,hello
thankyou,thank you good bye,thankyou
inform,im looking for a moderately priced restaurant in the west part of town,inform
inform,i dont care,inform
