dialog_act,utterance
request,phone number
inform,belgian food
thankyou,thank you good bye
inform,i do not care
request,phone number
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,how about in any area
reqalts,how about korean
inform,im looking for a cheap hungarian restaurant
null,sil
thankyou,thank you good bye
request,excellent and what is the price range of that venue
thankyou,thank you good bye
inform,african food in any price range
reqalts,how about european food
inform,i dont care
request,area
inform,thai
inform,im looking for
inform,north
inform,i dont care
negate,no
request,can i have the phone number
request,phone number
request,what is the price range
inform,vietnamese food
inform,im looking for a restaurant that serves romanian food
inform,id like thai food
reqalts,how about indian food
request,what is the phone number
request,what type of food
null,noise
inform,any area
request,address
inform,moderately priced
request,address
inform,cheap
inform,im looking for a cheap restaurant in the
negate,no
inform,can i find a moderately priced restaurant
inform,any
affirm,right
thankyou,thank you good bye
bye,good bye
request,okay can i have the phone number
request,whats the address
request,can i have the post code
request,address
inform,i want an expensive restaurant
inform,im looking for moderately priced restaurant in the south part of town
inform,italian food
thankyou,thank you good bye
reqalts,how about indian food
request,type of food
request,whats the phone number
inform,is there an asian oriental restaurant in the north part of town
reqalts,how about vietnamese
request,can i get the phone number
inform,scandinavian food
thankyou,thank you
inform,in the south side
request,what type of food
affirm,yes
request,what is the phone number and post code
inform,swedish
request,their price range
inform,asian oriental
inform,id like to find a moderately priced restaurant in the east part of town
reqalts,is there anything else
null,okay
inform,any type of food
thankyou,thank you good bye
reqalts,how about italian food
inform,im looking for a moderately priced restaurant that serves tur
request,whats the address
inform,doesnt matter
null,okay
request,what is the post code
inform,any kind
inform,i dont care in the north part of town
reqalts,how about asian oriental type of food
inform,i want a restaurant that serves portuguese food
inform,serving european food
inform,doesnt matter
request,could i get the post code
inform,spanish food
request,can i have the address
reqalts,how about british food
thankyou,thank you goodbye
inform,i dont care
thankyou,thank you good bye
inform,it doesnt matter
request,do you have the address
inform,north part of town
inform,moderately priced restaurant
inform,east part of town
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,how about european
request,and their address
request,what is the address
inform,i need a moderately priced restaurant in the south part of town
negate,no id like
inform,south
inform,persian food
inform,moderately priced restaurant in east part of town
reqalts,anything else
thankyou,thank you good bye
inform,im trying to find a cheap restaurant in the east of town
request,address
inform,if there is no such venue how about spanish type of food
affirm,yes
inform,expensive
inform,moderately priced
inform,portuguese food in the south part of town
inform,id like a restaurant in the west part of town
inform,chinese food in the north part of town
inform,i dont care
null,sil
request,phone number
request,what is the signature dish
inform,doesnt matter
inform,food
inform,im looking for canapes food in any price range
thankyou,thank you
reqalts,how about italian
null,noise
inform,cuban food
request,phone number
inform,thai food
reqalts,next
inform,food type
thankyou,thank you good bye
inform,cheap restaurant west part of town
inform,any area is fine with me
inform,what about turkish
inform,dont care
reqalts,how about portuguese
reqalts,anything else
request,whats the address
null,is there any
request,phone number
inform,um in the south part of town and its cheap
inform,i dont care
null,unintelligible
reqalts,how about british food
thankyou,thank you good bye
request,what is the phone number
request,okay what is the phone number and area of the venue
request,what is the address
inform,im looking for a restaurant in the west part of town that serves crossover food
inform,cheap
request,address and phone number
thankyou,noise thank you good bye
request,what area
affirm,yes
inform,dont care
inform,canapes
affirm,yes
request,signature dish
inform,moderately priced
negate,no chinese
inform,center area
inform,im looking for a cheap restaurant in the south part of town
null,noise
reqalts,is there anything else
request,price range
affirm,yes
inform,what about vietnamese
request,what area
negate,uh no oh
inform,a cheap restaurant
inform,any
thankyou,thank you good bye
null,i want to ind
inform,moderately priced restaurant in the north part of town
reqalts,is there anything else
affirm,yes
thankyou,thank you good bye
request,phone number
inform,theres no such venue unintelligible indian type of food
inform,spanish
request,whats their address
thankyou,thank you good bye
request,tell me the address
null,sil
request,address
inform,food
reqalts,how about turkish
affirm,yes
inform,north part of town
request,okay whats its address
reqalts,anything else
request,post code
inform,chinese
inform,any
inform,can i find a expensive restaurant that serves welsh food
request,postcode
request,address
inform,vietnamese
request,what is the address
inform,spanish
inform,german
inform,im looking for a restaurant in the north part of town
thankyou,thank you good bye
inform,polynesian food
thankyou,thank you good bye
inform,cheap
inform,i dont know
inform,any food
thankyou,thank you good bye
inform,i dont care
inform,any area
inform,i dont care
inform,south of town
reqalts,do you have anything else
inform,north american
affirm,yes fusion
null,how about one that serves
inform,gastropub
reqalts,is there anything else
inform,thai
inform,i dont care
request,what is the phone number
thankyou,thank you good bye
request,phone number
request,can i have the address
affirm,yes
thankyou,thank you good bye
inform,european food
inform,gastropub
affirm,yes
inform,any
request,what area is it in
thankyou,thank you good bye
inform,any
thankyou,thank you good bye
request,address
inform,i want a modern european restaurant
request,whats the post code
inform,south part of town
request,what type of food do they serve
affirm,yes
reqalts,what about gastropub food
inform,im looking for a cheap pan asian food
inform,moderate restaurant south part of town
inform,modern european
request,great could you tell me the address and phone number to that place
request,what kind of food do they serve
thankyou,thank you goodbye
request,whats the price range
null,um
request,and the post code
inform,is there a restaurant serving indian type of food
inform,turkish food
thankyou,thank you good bye
inform,doesnt matter
reqalts,is there anything else
inform,austrian food
inform,in west part of town
thankyou,thank you good bye
request,whats the price range
inform,south noise
reqalts,how about moroccan food
reqalts,kay how about indian food
request,the phone number
request,can i get the address
thankyou,thank you good bye
request,whats the phone number
request,address
inform,corsica
request,may i have the phone number please
inform,id like to find an expensive restaurant
affirm,yes
inform,doesnt matter
request,address
inform,im looking for moroccan food
inform,west side
thankyou,thank you good bye
inform,chinese food
request,whats the post code
reqalts,what about indian food
request,address
inform,indian food
thankyou,thank you goodbye
request,whats the address
inform,spanish food
request,whats the address
inform,indian food in the south
inform,any part
inform,belgium food
affirm,yes in the west part of town
request,address
request,can i have the address
inform,gastropub
affirm,yes
inform,i dont care
inform,west
inform,moderately priced
request,address
inform,i want to find a moderately priced restaurant
negate,no
request,whats their address
request,the address phone number and post code
inform,a cheap restaurant serving caribbean food
thankyou,thank you good bye
thankyou,thank you good bye
inform,i dont care
thankyou,thank you good bye
inform,i want an expensive restaurant that serves portuguese food
inform,lebanese
inform,korean food
request,whats the phone number
request,what is the address
thankyou,thank you good bye
request,can i get the address and phone number
affirm,yes moderate priced
request,post code
thankyou,thank you good bye
request,okay what type of food is that
affirm,yes
reqalts,what about north american food
inform,im looking for a restaurant in the north part of town that serves christmas food
thankyou,thank you good bye
reqalts,anything else
inform,greek
inform,north
request,the address
inform,cheap restaurant in the south part of town
inform,i dont care
thankyou,thank you goodbye
thankyou,thank you good bye
reqalts,is there anything else
thankyou,thank you good bye
request,okay and h can i get the address
inform,british
inform,restaurant center spanish food
thankyou,thank you good bye
inform,how about restaurants in the north part of town
request,whats the phone number
bye,good bye
inform,east
inform,bistro food
null,unintelligible
inform,i dont care
negate,no im looking for turkish
inform,serves british food
inform,european
inform,indian food
inform,north part of town north part of town
request,phone number
null,how about
request,could i have the phone number please
inform,spanish
inform,south part of town
null,noise
thankyou,thank you and price range
request,phone number
inform,are they the east side of town
inform,any
request,whats the address
inform,id like a moderately priced restaurant in the south part of town
inform,moderate
thankyou,thank you good bye
null,unintelligible
inform,im looking for swedish food
request,price range
inform,im looking for a restaurant in the center
null,unintelligible
request,phone number
reqalts,are there any other cheap restaurants in the west part of town
inform,any price range
request,and whats the price range
request,address
reqalts,is there anything else
reqalts,what about korean food
request,what is the address
affirm,yes
thankyou,thank you good bye
inform,im looking for a restaurant in the center of town that serves lebanese
request,what kind of food does you garden serve
inform,uh south part of town
affirm,right that serves italian food
request,what is the address and phone number
null,noise
thankyou,thank you good bye
inform,doesnt matter
affirm,yes
thankyou,thank you good bye
request,address and phone number please
request,whats their phone number
request,whats the address
thankyou,thank you good bye
thankyou,thank you goodbye
inform,i dont care
request,the address
request,phone number
inform,pan asian food
inform,a moderately priced restaurant in the north part of town
inform,russian food
inform,expensive
request,phone number
affirm,yes
request,what is the area
request,phone number
request,what part of town
inform,im looking for portuguese food
inform,north american food
inform,the east
inform,ya im looking for a restaurant serving persian food
inform,cheap
thankyou,could i or um thank you goodbye
thankyou,thank you good bye
inform,uh any type of food
request,price range
request,address
inform,chinese
inform,west
inform,a restaurant in the south part of town hungarian food
thankyou,thank you good bye
inform,scandinavian food
request,whats its address
inform,any area
inform,i am looking for an expensive restaurant serving kitalian food
inform,i am looking for a restaurant in the center of town serving turkish food
thankyou,thank you good bye
request,phone number
reqalts,is there anything else
confirm,is it in the center of town
request,whats the address
inform,im looking for a moderately priced restaurant that serves
inform,dont care
request,type of food
inform,thai food
null,unintelligible
inform,looking for a cheap restaurant in the west part of town
request,can i have the price range of the venue
reqalts,how about portuguese food
thankyou,thank you good bye
request,whats the address
request,whats the address
inform,vegetarian food please
hello,hi im looking for a restaurant that serves
inform,moderately priced restaurant
inform,hungarian
request,what type of food do they serve
request,whats the phone number
inform,im looking for an expensive restaurant that serves vietnamese food
thankyou,thank you good bye
request,what is the address
null,sil
null,unintelligible
reqalts,okay how about the west part of town with italian
inform,i do not care
request,the food of the venue
request,phone number
request,what is the address
inform,im looking for a restaurant in the north part of town that serves traditional food
request,what is the address
inform,moderately priced food in the north part of town
inform,cheap
request,whats the address
request,and the address
request,what type of food does it serve
request,phone number
hello,hi im looking for a moderately priced restaurant in the west part of town
inform,south
inform,afghan
reqalts,how about korean now
reqalts,how about international
null,unintelligible
inform,expensive italian
thankyou,thank you good bye
inform,british food
request,what area
request,phone number
thankyou,thank you good bye
affirm,yes west part of town
inform,north
inform,i want a moderate priced restaurant that serves indian food
request,okay whats the address
affirm,yes
request,and their post code
inform,uh italian
reqalts,is there anything else
inform,italian
inform,i dont know
inform,a cheap restaurant that serves basque food
hello,hello
null,unintelligible
request,address
inform,dont care
request,address
inform,doesnt matter
inform,any kind in the east part of town
reqalts,how about indian food
inform,chinese
inform,vietnamese food
inform,i need a moderately priced restaurant
inform,im looking for thai food
request,i need the phone number and post code
inform,unintelligible food
inform,north
request,whats the address
inform,im looking for a restaurant in any area that serves
inform,doesnt matter
request,phone number
inform,i dont care
inform,french restaurant
thankyou,thank you good bye
inform,danish
inform,center
inform,im looking for a moderately priced restaurant in the west part of town
inform,it doesnt matter
request,may i have the address phone number and post code
thankyou,thank you good bye
thankyou,thank you good bye
request,and whats the phone number
request,what is the address and phone number
null,noise
inform,north part of town
inform,what about a restaurant that serves vietnamese
request,whats the addre
request,price
thankyou,thank you goodbye
negate,no
thankyou,thank you goodbye
thankyou,thank you good bye
inform,im looking for a cheap restaurant in the west part of town
thankyou,thank you
request,what type of food
request,address
request,post code
inform,uh i dont mind
thankyou,thank you good bye
request,phone number
inform,barbecue food
reqalts,what about european food
request,may i have its address
inform,any
reqalts,how about british
negate,no
thankyou,thank you good bye
thankyou,thank you good bye
request,phone number
request,whats the address
null,sil
reqalts,how about indian food
inform,food
request,okay whats the phone number
thankyou,thank you goodbye
request,okay whats the address
thankyou,thank you good bye
inform,west
thankyou,thank you goodbye
inform,any
thankyou,thank you good bye
inform,im looking for a restaurant that serves expensive food or expensive
inform,moderate
inform,moderately priced
reqalts,anything else
inform,south part of town please
inform,i dont care about price
request,post code
request,okay and ah wheres it located
thankyou,thank you good bye
request,address
inform,north
null,there
inform,i dont care
null,sil
request,and the price range
inform,cheap
inform,looking for a cheap restaurant in the north part of town
bye,good bye
request,what is the phone number
affirm,yes
request,what is the phone number and post code
thankyou,thank you goodbye
request,whats the address
inform,south
request,whats the address and phone number
thankyou,thank you good bye
inform,cheap cheap restaurant
inform,italian food
thankyou,thank you good bye
thankyou,thank you good bye
affirm,right
reqalts,how about moderately priced thai food
inform,south
reqalts,how about european food
request,the phone number
inform,barbecue food
inform,north
inform,east
thankyou,thank you good bye
inform,italian
request,and address
inform,im looking for a cheap restaurant in the west part of town
thankyou,thank you good bye
inform,im looking for a moderately priced restaurant in the north part of town
reqalts,what about asian oriental
thankyou,thank you good bye
reqalts,okay is there a restaurant that serves thai food
thankyou,thank you good bye
request,post code
reqalts,how about chinese
inform,looking for cheap eritrean food
inform,um medium price range
inform,im looking for an expensive restaurant in the south part of town
inform,and its in the west part of town
request,what is the phone number
thankyou,thank you good bye
inform,any
thankyou,thank you good bye
bye,good bye
inform,restaurant in any area
thankyou,thank you good bye
request,what is the address
inform,i need an expensive restaurant that serves french food
inform,expensive restaurant
inform,i dont care
request,phone number
reqalts,anything else
inform,im looking for a moderately priced restaurant in the east part
request,phone number
reqalts,okay how about modern european food
request,and the phone number
reqalts,is there anything else
thankyou,okay thank you
reqalts,is there any restaurants that serve indian food
inform,restaurant in west part of town serving corsica food
reqalts,how about indian
negate,no
thankyou,thank you good bye
negate,no
inform,i need asian how bout asian food
reqalts,new garden do you have any other
inform,expensive
reqalts,anything else
thankyou,thank you good bye
inform,expensive restaurant serving portuguese food
inform,dont care east part of town
request,what is the phone number
reqalts,how about vietnamese type of food
null,okay
request,may i have the phone number
thankyou,thank you good bye
reqalts,is there anything else
null,sil
inform,thai food
request,and their phone number
request,can i have the phone
thankyou,thank you good bye
inform,dont care
request,address
request,whats the phone number
reqalts,anything else
inform,i dont care
negate,no
thankyou,thank you and good
thankyou,thank you good bye
inform,any type
inform,im looking for a cheap restaurant in the west part of town
null,what
inform,the east
inform,spanish
negate,no im looking for an expensive restaurant in the east part of town
affirm,yes
null,unintelligible
affirm,yes
confirm,do they serve cuban
thankyou,thank you goodbye
inform,expensive
inform,okay uh how bout british food
request,may i have the address
request,phone number
inform,any
inform,moderately priced
inform,moderate
inform,italian food
request,and what area
null,what is the
thankyou,thank you good bye
thankyou,thank you
inform,im looking for a moderately priced restaurant that serves asian
reqalts,how about indian type of food
thankyou,thank you good bye
inform,looking for persian food
thankyou,thank you good bye
inform,i want a restaurant in the center
request,unintelligible part of town
thankyou,thank you good bye
request,whats the phone number
affirm,yes
inform,i dont care
reqalts,how about thai food
inform,restaurant
inform,restaurant south part of town christmas food
inform,any
request,address
request,what is the post code
inform,it doesnt matter
inform,french food
request,what is the phone number
request,phone number
inform,im looking for restaurants in the east part of town
request,whats the phone number
inform,im looking for a moderately priced restaurant
inform,catalan
null,noise
thankyou,thank you good bye
reqalts,uh what about italian food
request,post code
inform,italian
request,and the phone number
thankyou,thank you good bye
inform,mexican food
thankyou,thank you good bye
affirm,yes
request,whats the address
thankyou,thank you good bye
inform,moderately priced
inform,any price range
reqalts,what about the west part of town
inform,asian
request,what is their address
request,whats the address phone number and price range
inform,i dont care
null,unintelligible
request,what type of food do they serve
request,phone number tv_noise
inform,im looking for an italian restaurant in the east part of town
request,what is the phone number
null,and the one before
inform,indian food
inform,what about international type food
inform,any
deny,wrong
affirm,yes
request,address
affirm,yes
inform,cheap restaurant
negate,no
request,what type of food do they serve
inform,thai food
thankyou,thank you good bye
thankyou,thank you good bye
request,uh does it serve
inform,im looking for a restaurant that serves seafood
null,sil
affirm,um yes
thankyou,thank you goodbye
affirm,yes
request,what prices
inform,im looking for a moderately priced resturant in the east part of town
inform,that serves chinese food
thankyou,thank you good bye
inform,im looking for a restaurant in the east part of town
null,um
request,uh i want to know the address and phone number
inform,french food
request,may i have the phone number
inform,greek
inform,italian food
null,unintelligible
inform,international
inform,north
request,may i get the address
request,what is the address and phone number
request,whats the address
inform,i am looking for a cheap restaurant and it should serve seafood
null,unintelligible
inform,south
thankyou,thank you good bye
inform,cheap
request,alright whats the address
affirm,yes
inform,a restaurant in the south part of town that serves italian food
thankyou,thank you good bye
bye,good bye
inform,vietnamese
thankyou,thank you good bye
request,type of food
confirm,does it serve fusion food
inform,east
thankyou,thank you good bye
thankyou,thank you good bye
inform,moderate
request,whats the address
reqalts,what about spanish
request,what part of town is chiquito mexican restaurant in
reqalts,anything else
inform,moroccan
request,area
inform,i want to find an expensive restaurant that serves hungarian food
null,sil
request,okay can i have the address
inform,british food
inform,expensive in the south
thankyou,thank you good bye
thankyou,thank you good bye
inform,im looking for a moderately priced
inform,im looking for a restaurant in the east part of town thats expensive
request,whats the phone number and address
request,what is the phone number
inform,moderate
inform,afghan food
thankyou,thank you good bye
thankyou,um thank you goodbye
inform,expensive
inform,turkish food
request,and the price range
inform,chinese food
request,what is the phone number and address
inform,im looking for a restaurant that serves mexican food
request,what is the address and post code
inform,dont care
inform,traditional food
inform,cheap restaurant
inform,west part of town
inform,cheap
request,what is the phone number
null,noise
request,whats the address
thankyou,thank you good bye
inform,african
inform,im looking for greek food
request,address
inform,i want italian food
inform,spanish
request,what is the address
thankyou,thank you goodbye
inform,with scottish
inform,im looking for an expensive restaurant in the south part of town
thankyou,thank you good bye
request,phone number
thankyou,thank you
inform,i would like a cheap restaurant in the north part of town
inform,i dont care
thankyou,thank you good bye
request,could i have the address and phone number please
request,phone number
reqalts,is there anything else
bye,good bye
inform,cantonese
request,phone number
request,address
request,address
request,phone number
null,did you hang up on me
reqalts,what about european food
request,can i have its phone number
thankyou,thank you good bye
reqalts,how about indian food
inform,the south part
inform,french
request,can i have the price range
inform,i dont care
request,kay can i have the address phone number and the area
request,area
inform,moderately priced restaurant
inform,crossover restaurant west part of town
thankyou,thank you good bye
inform,moderately priced north part of town
request,address
thankyou,thank you good bye
inform,im looking for a restaurant in the center of town serving jamaican food
inform,i dont care
request,whats the phone number
inform,north
request,what is the address
inform,find a restaurant in the south part of town
request,what is the address
request,can i have the phone number
thankyou,thank you
inform,international
null,unintelligible
inform,pan asian food
inform,center
inform,im looking for a cheap restaurant in the south part of town
null,system
inform,i dont care is there any north part of town
inform,expensive restaurant
request,address
inform,moderately priced
request,the phone number
inform,im looking for a moderately priced restaurant in the west part
null,sil
repeat,back
request,whats the phone number
thankyou,thank you goodbye
thankyou,thank you good bye
inform,north
inform,id like an expensive restaurant in the south part of town
inform,indonesian food east part of town
null,uh have
inform,im looking for a thai restaurant
reqalts,is there anything else
inform,im looking for a restaurant in the west part of town serving korean
thankyou,thank you good bye
thankyou,thank you good bye
inform,find restaurant in north part of town serving asian
request,address
request,and phone number
thankyou,thank you good bye
thankyou,thank you goodbye
reqalts,how about portuguese food
request,uh whats the phone number
thankyou,thank you good bye
reqalts,anything else
inform,south
inform,vietnamese food
thankyou,thank you good bye
inform,thai food
null,noise
request,address phone number and type of food
thankyou,thank you good bye
thankyou,thank you good bye
affirm,uh yes restaurant that serves danish food
request,what is the address and phone number
inform,chinese food
inform,any kind of food
inform,uh just pick a restaurant
bye,good bye
affirm,yes
inform,russian food
request,the post code
inform,indian food
reqalts,anything else
request,whats the address
request,whats the address
inform,expensive restaurants
inform,im looking for a restaurant serving lebanese food
affirm,yea in the west part of town
request,what is the phone number
inform,city centre
inform,im looking for indian food in the east part of town
inform,its in the south
thankyou,thank you good bye
inform,looking for a cheap restaurant in the west part of town
inform,west
thankyou,thank you good bye
inform,im looking for a restaurant in the east part of town that serves belgium food
request,can i have the address
null,okay
inform,is doesnt matter
request,address
thankyou,thank you good bye
inform,im looking for a restaurant in the east part of town serving catalan food
inform,that should be in the east part of town
thankyou,thank you good bye
request,address
inform,im looking for something moderately priced
request,phone number
thankyou,thank you good bye
inform,west of town
inform,moderate price
inform,expensive restaurant
thankyou,thank you goodbye
negate,no
request,may i have the address and phone number please
thankyou,thank you good bye
request,type of food do they serve
inform,food
request,address
request,whats their phone number
reqalts,is there anything else
null,noise
request,what type of food
thankyou,thank you good bye
reqalts,is there anything else
null,sil
reqalts,okay is there any others
inform,north
request,what area
reqalts,is there anything else
request,whats the address
inform,id like an expensive thai restaurant
affirm,yes
inform,if theres no persian food about about chinese
inform,cheap restaurant south part of town
inform,food
null,sil
confirm,is it in the center
inform,any kind
inform,west
request,whats the address and price range
request,and whats the phone number
inform,cheap
inform,im looking for a moderately priced restaurant that serves
request,address
inform,it doesnt matter
request,what is the post code
inform,im looking for a russian food
reqalts,how about in the center
inform,i dont care
inform,spanish
request,phone number
request,whats the post code
request,what area
negate,no
request,address
inform,moderately priced
null,sil
null,noise
request,phone number
request,what type of food is it
request,what area is it in
inform,im looking for a restaurant in the center part of town that serves unintelligible food
thankyou,thank you goodbye
inform,cheap
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
inform,the south part of town
null,noise
request,whats the phone number and address
negate,no i want american food
reqalts,anything else
inform,um im looking for a moderately priced restaurant in the south part of town
inform,id like a greek restaurant in the east part of town
inform,international food
inform,international food
request,what is the phone number
request,what is the price range
inform,it doesnt matter in the south part of town
inform,gastropub
inform,romanian food
inform,food
inform,east
thankyou,thank you good bye
thankyou,thank you good bye
inform,turkish food
thankyou,thank you good bye
request,what type of food
null,sil
request,phone number
null,do they serve
reqalts,anything else
request,and the phone number
request,and what kind of food does the venue ser
reqalts,is there anything else
restart,start over
inform,french
inform,any
null,sil
affirm,yes
reqalts,how about korean food
request,whats the post code
inform,any kind of food
inform,find me italian food
inform,any
request,what is the address
thankyou,okay thank you good bye
negate,no north
inform,east part of town
inform,the restaurant
inform,barbecue
reqalts,what about asian oriental food
thankyou,thank you good bye
request,phone number
request,what is the address
request,what is the phone number
request,what is the address and phone number
inform,doesnt matter
inform,any
negate,no i want belgium food
request,may i have its phone number
reqalts,how about chinese food
inform,i want a restaurant that serves cantonese food
inform,moderate european food
request,whats the address
inform,i want to find a turkish food
request,can i have the price range
affirm,yeah
inform,thai food
thankyou,thank you good bye
inform,looking for a moderately priced restaurant in the east part of town
inform,bistro food
inform,uh it doesnt matter
bye,good bye
reqalts,kay how about indian food
request,what area is it located
request,okay may i have the address and phone number
inform,asian
request,and whats their address
request,can i get a phone number please
affirm,correct
null,unintelligible
request,whats their address
reqalts,anything else
thankyou,okay that will be all thank you and good bye
inform,expensive
inform,im looking for something moderate
request,what is the address
inform,indian food
inform,im looking for an expensive restaurant and it should serve international food
inform,i want a cheap restaurant in the north part of town
inform,british food
null,okay
reqalts,anything else
inform,south of town
thankyou,thank you good bye
request,price range
affirm,yes
thankyou,thank you good bye
request,whats the phone number
thankyou,thank you good bye
inform,food
inform,um moderate
request,price range
request,whats the address
inform,looking for something moderately priced on the east side of town
inform,north
inform,cheap price range
inform,moderately priced restaurant
inform,anything
inform,any
request,and phone number
thankyou,thank you good bye
request,what kind of food
request,post code
inform,portuguese food
thankyou,thank you good bye
reqalts,is there anything else
request,phone number
request,what is the phone number
request,what part of town
inform,barbecue food
inform,cheap
request,whats the address
inform,uh id like a cheap restaurant in the
inform,polynesian
thankyou,thank you good bye
request,what is its address
thankyou,thank you good bye
thankyou,thank you good bye
inform,dont care
inform,international food
request,whats the phone number
thankyou,thank you good bye
inform,italian food
null,noise
inform,cheap
inform,im looking for a moderately priced restaurant in the south part of town
inform,looking for a restaurant in the east part of town
null,ring
reqalts,is there a restaurant that serves indian food
inform,im looking for a cheap restaurant in the south part of town
reqalts,how about spanish food
inform,north
inform,you said expensive
request,may i have the phone number
request,type of food
inform,im looking for a moderately priced restaurant in the west part of town
request,address
inform,moderate
request,do you have a phone number
reqalts,how about portuguese food
thankyou,thank you good bye
negate,no hungarian food
negate,no i would like a cuban restaurant
request,west is the address and phone number
null,noise
confirm,is it in the centre of town
request,price range
request,can you give me the address and phone number
inform,cheap restaurant
affirm,right
inform,corsica food
inform,i dont care
reqalts,is there anything else
request,phone number
request,address
null,popular
thankyou,thank you good bye
inform,i dont care
request,whats the post code
thankyou,thank you bye
inform,i dont care
inform,food
request,whats the phone number
inform,center
inform,i want a moderate priced restaurant in the north part of town
request,what is the phone number and post code
thankyou,thank you good bye
request,phone number
reqalts,is there anything else
inform,i want a restaurant in the moderate price range
inform,im looking for a restaurant in the center of town
inform,moderately priced restaurant
inform,looking for a cheap restaurant in the north part of town
thankyou,thank you good bye
null,noise
request,okay the address
inform,australian food
inform,south
request,what is the address
thankyou,thank you goodbye
inform,dont care
inform,portuguese food
inform,im looking for an expensive restaurant serving international food
reqalts,anything else
inform,i want a restaurant that serves french food
request,can i have the post code please
inform,british
inform,im looking for polish food
inform,danish
affirm,yes id like an expensive restaurant in the east part of town
reqalts,how about indian food
request,what is the price range
inform,indian
thankyou,thank you good bye
affirm,yes
inform,the west
inform,is there one that serves asian oriental food
bye,good bye
inform,im looking for an expensive restaurant
inform,i dont care
request,popular dish
affirm,uh yeah im looking for a restaurant in the south part of town and that serves kosher food
request,and the post code
reqalts,how about vietnamese food
reqalts,is there anything else
inform,doesnt matter
inform,venetian food
reqalts,okay how about a moderately prices restaurant that serves
inform,in cheap restaurant
inform,italian food
request,phone number
request,can i have the phone number
bye,okay thank you very much and good bye
request,phone number
inform,east side
inform,i would like to find an expensive restaurant that serves japanese food
request,the address
reqalts,uh anything else
request,may i have the address and phone number
inform,tuscan food
request,can i have the price range
inform,i dont care
request,okay and what kind of food do they serve
request,phone number
request,whats the phone number and post code
request,what area
request,what is the phone number
reqalts,anything else
inform,east
request,what is the address and phone number
thankyou,thank you
null,okay
inform,im looking for a cheap restaurant that serves austrian food
affirm,yes
inform,cheap restaurant
thankyou,thank you good bye
thankyou,thank you good bye
request,what is the address
request,whats their address
inform,im looking for english food in the west part of town
inform,expensive
inform,any part
null,chikkis
inform,hungarian food
thankyou,thank you good bye
request,and whats the price range
thankyou,thank you good bye
inform,i need a moderately priced restaurant serving fusion food
thankyou,thank you good bye
thankyou,thank you good bye
inform,looking for a basque restaurant
null,noise
request,phone number
thankyou,thank you good bye
request,whats the phone number
inform,west side
thankyou,thank you good bye
null,unintelligible
inform,chinese food
thankyou,thank you good bye
inform,gastropub
inform,i dont care
inform,expensive restaurant
inform,okay can i have european food
reqalts,i hate golden wok is there anything else
reqalts,next
reqalts,is there anything else
request,can i have the phone number
request,phone number
inform,i would like a cheap restaurant
inform,kosher food in the north
request,phone number
request,may i have the phone number
thankyou,thank you good bye
inform,system irish food
inform,canopy
request,whats the post code
inform,thai
null,noise
inform,north
thankyou,thank you good bye
inform,center area
inform,it doesnt matter
request,what is the address phone number and post code
reqalts,what about indian
request,can i have the address and the price range
inform,indian
request,wha what type of food
request,whats the address and phone number
affirm,yes
request,phone number
request,can i have the phone number and address
null,sil
inform,south
affirm,yes
inform,any type of food
inform,west part of town
null,sil
reqalts,is there anything else
request,what is the address and phone number
affirm,yes barbecue food
request,whats the phone number
inform,australian
inform,uh north side of town german food
thankyou,thank you good bye
request,phone number
null,sil
thankyou,thank you good bye
inform,spanish
inform,i do not care
thankyou,thank you good bye
request,can i have their address
request,what is the post code
inform,vietnamese
inform,looking for a restaurant in the south part of town with german food
inform,i am looking for
request,what part of town
null,sil
request,address
affirm,yes
request,address
inform,indonesian food
thankyou,thank you good bye
request,price range
thankyou,thank you goodbye
inform,asian oriental
thankyou,thank you good bye
request,and what area of town are they
reqalts,is there anything else
thankyou,thank you good bye
request,and whats the phone number
null,unintelligible
inform,in the center of town
request,what is their address
inform,i need a cheap restaurant
request,okay could you give me the address
null,noise
inform,any area
reqalts,how about thai
reqalts,anything else
inform,i want thai food
null,system
reqalts,is there anything else
inform,the east part
inform,world food
inform,swedish food
inform,greek
thankyou,thank you good bye
inform,i do not care
null,unintelligible
inform,any area
inform,i need a moderate priced restaurant in the north part of town
thankyou,thank you good bye
request,address
inform,cheap restaurant in the west part of town
null,sil
request,the phone number
inform,any
request,can i get the address
inform,doesnt matter
inform,creative food
inform,hungarian food
inform,the center
null,unintelligible
inform,north american
inform,im looking for a restaurant in the east part of town that serves traditional food
inform,british
inform,it doesnt matter
inform,im looking for a sea food restaurant
reqalts,how about indian food
thankyou,thank you good bye
request,can i have the address
request,address
reqalts,anything else
thankyou,thank you
request,address
inform,uh restaurant in the west part of town
inform,expensive
inform,im looking for a cheap restaurant
inform,afghan food
thankyou,thank you good bye
thankyou,thank you good bye
negate,no i want halal food
inform,i dont care
null,serves
inform,expensive
request,address
thankyou,thank you good bye
null,show me the next
inform,any
request,and the telephone number
inform,im looking for a restaurant that serves thai food
inform,korean restaurant
affirm,yes
inform,doesnt it does not matter
inform,turkish food
reqalts,how about spanish
repeat,try calling again in one minuet
inform,im looking for a moderately priced restaurant in the north part of town
null,sil
request,whats the price range
