dialog_act,utterance
request,and their address and phone number
inform,like to find a moderately priced restaurant in the west part of town
inform,um i would like to find an expensive restaurant in the south part of town
request,the phone number and post code
request,what price range
request,and what area is that in
inform,moroccan
request,may i have the address and phone number please
request,can i have the address and the post code
inform,do not care
inform,and the north
inform,i want to find a expensive restaurant that serves mediterranean
inform,moderately priced restaurant in
inform,i would like gastropub
inform,im looking for a restaurant in the north part of town that serves christmas food
inform,the turkiesh
inform,i want korean food
inform,looking for a basque restaurant
inform,expensive mexican
inform,restaurant in west part of town serving corsica food
inform,that serves restaurant in south part of town
inform,expensive french
hello,hello and welcome to the cambridge
request,um give me the addresses
request,and can you tell me the phone number
confirm,okay does it serve indian food
request,whats phone number
inform,i do i dont care
request,its a type of food
inform,need one in the west part of town
inform,moderate eur
inform,doesnt matter thai food
request,what food is available
inform,uh italian
reqalts,how about uh gastropub
inform,i want to find a rest
reqalts,is there a restaurant in the south part of town that serves italian food
inform,i want fusion food
request,breath may i have the phone number please
inform,spanish spanish food spanish
request,can i have their phone number
request,and what kind of food does it serve
request,what is prezzos address
request,po post code
inform,im looking for an indian restaurant in the east of town
inform,im looking for indian
inform,i would like portuguese food
inform,im looking for moderate priced restaurant in the west
affirm,ah yes im looking for persian food and i dont care about the pri
hello,hi im looking for a moderately priced restaurant in the west part of town
reqalts,what else do you have
inform,the food
request,no the phone number
request,great whats the address
ack,okay show me the least
inform,a vietnamese
inform,on north
null,thats all i need
request,what about the address
inform,restaurant that serves can canapes food
inform,im looking for a moderate priced restaurant in the south part of town
inform,anything
inform,a moderately priced restaurant that serves vietnamese food
inform,im looking for a restaurant in any area that serves kor
affirm,yes im looking for barbecue food
negate,no cheap restaurant
inform,uh doesnt matter expensive
inform,moderately priced west part of town
inform,im looking for a restaurant that serves unusual food
inform,uh im looking for a cheap restaurant
affirm,yes serving cuban food
inform,im looking for swedish food
reqalts,oh is there anything else
null,opean
inform,im looking for a restaurant in any area and it should serve turkish
inform,north american restaurant expensive
thankyou,okay that will be all thank you and good bye
inform,noise looking for an expensive restaurant in the south part of town
inform,asian food in the north part of town
inform,im looking for a restaurant in any area that serves polynesian food
inform,greek food east part of town
reqalts,is there anything serving international food
negate,no no
request,could i get the address and post code please
inform,could i have the asian oriental restaurant
negate,no what about thai food
inform,okay then any part of town
request,uh whats the phone number
inform,the north
request,whats their price range
inform,noise any price range
request,what is their special dish
inform,im looking for hungarian food i dont care about the price
request,what type of food they serve
inform,european food any price
inform,looking for something moderately priced in the north side of town
inform,im looking for an expensive restaurant that serves belgium food
inform,the south part of town greek food
inform,signaporian
inform,im looking for an african restaurant
inform,i want to find a cheap restaurant in the south part of town
reqalts,do you have any other restaurant
bye,see you goodbye
inform,im looking for barbecue food
null,hello welcome to the cambridge system
inform,cheap list
null,uh unintelligible
affirm,uh yes can i find a moderately priced restaurant and it serve it should serve brazilian food
request,could i have the phone number and post code please
inform,need a restaurant serving brazilian food
inform,i am looking for an expensive restaurant on the east part of town
request,may i get the address and restaurant and
request,and can i have the phone number and ah the area where it is
inform,find gastropub
inform,what about a restaurant that serves vietnamese
inform,im looking for a welsh restaurant in the west part of town
inform,im looking for a restaurant in the west part of town and it sh
null,code
inform,im looking for corsica food
inform,id like a restaurant in the center with russian food
inform,cheap restaurant north part of town
inform,restaurant in the west part of town serving barbecue
request,give me the address phone number and price range
inform,are their any other restaurants that serve turkish food
confirm,does it serve sea food
inform,im looking for a cheap restaurant that serves german food
request,noise can i have the phone number
inform,west
inform,id like to find a spanish restaurant in the center
inform,looking for a restaurant in the south part of town that serves persian
inform,im looking for an expensive restaurant that serves european
inform,and british food
restart,start again
request,thank you and whats the address
null,you tell me
inform,again i do not care
request,what is the area
inform,cheap australian
inform,looking for a restaurant in the north part of town serving bra
null,i dont
affirm,yeah im in the west part of town and im looking for some vietnamese
inform,im looking for a restaurant that serves russian food
inform,for restaurant
inform,im looking for a cheap restaurant that serves tuscan food
inform,danish food
null,and whats their
restart,okay start over
inform,im looking for a moderately priced restaurant serving creative food
request,what is a phone number
inform,im looking for am expensive restaurant in the south part
inform,im looking for an expensive restaurant and it should be the east part of town
inform,im looking for a restaurant that serves bistro food in the center of
inform,restaurant east
request,can you give me the address please
reqalts,how about any price range
inform,im looking for something expensive
affirm,uh huh
inform,i would like asian oriental
inform,i am looking for hungarian food
inform,the east part of town
reqalts,is there any other ones anything else
inform,i need a restaurant in the center of town that serves spanish food
inform,what about modern european type food
inform,im looking for one that serves asian oriental food
inform,i need a restaurant serving turkish food
inform,for something moderately priced on the east part of town
request,what is the address of that venue
inform,um swedish food
request,what is the address noise
inform,breath can you find me danish restaurant
confirm,does it serve swedish serve
request,what unintelligible the price range
inform,is there an asian oriental restaurant in the north part of town
inform,id like an expensive italian restaurant
inform,chinses
confirm,okay and is that british food
inform,and the food type
inform,any kind
inform,im looking for international food
null,any thing else
inform,im looking for a restaurant that serves jamaican food
inform,im looking for a cheap restaurant that serves turkish
inform,north
request,what is its address
inform,irish food in the south part of town
confirm,is it an expensive restaurant
request,whats the signature dish
request,can i get the post code
inform,looking for a moderately priced restaurant that serves cancun
null,usually
confirm,is there a gastropub
inform,caribbean
reqalts,what about spanish type of food
inform,im looking for a moderately priced restaurant that serves uh
inform,any food that serves any restaurant thats expensive
inform,chinese foo
inform,can i have a caribbean food
inform,i would like an expensive restaurant in the south part of town
inform,im looking for an expensive restaurant that serves korean food
reqalts,how about a restaurant in the north part of town that sells french food
confirm,is it in the east part of town
request,what about your signa
inform,for an expensive restaurant in the east part of town
null,moder
inform,expensive restaurant in the south
request,and whats the address
inform,i want a french restaurant that serves expensive food
null,range that serves cana
inform,i would like to find a restaurant in the north part of town
request,uh whats the address
inform,in the north part of town
inform,im looking for modern european food
inform,im looking for a restaurant in the center of town that serves african
reqalts,how about one that serves korean food
inform,breath im looking for a cheap restaurant serving catalan food
inform,im looking for a restaurant in the south part of town that serves malaysian food
inform,im looking for irish food in any price range
thankyou,awesome thank you good bye
request,what is the price range
inform,expensive food
null,yea id like a
inform,serving catalan food
request,whats the phone number for that restaurant
request,and phone number please
inform,iam looking for a restaurant in any area that serves swiss food
reqalts,i want a different res
inform,im looking for an italian restaurant in the east part of town
negate,no spanish
request,post the phone number
request,can i have the address of that
reqalts,is there a restaurant in the east part of town that serves indian food
affirm,right that serves italian food
inform,im looking for a restaurant serving thai type of food
inform,a expensive restaurant serving japanese food
request,and what type of food do they serve
inform,im looking for a restaurant in the north part of town uh tuscan food
null,thats fine
inform,im looking for a moderately priced restaurant that serves japanese
null,serving
inform,im looking for an expensive restaurant serving vegetarian food
reqalts,okay fine what about asian food
inform,romanian food in the center
request,give me the address and phone number
request,could i have the phone number and type of food
reqalts,is there anything else that serves turkish
request,could i get their phone number please
inform,im looking for an expensive restaurant serving turkish food
inform,uh south part of town
inform,id like to find a restaurant that serves korean food
confirm,do they serve chinese food
restart,can we start over
inform,i want an expensive afghan restaurant
confirm,does it serve mediterranean food
null,the
inform,im looking for turkish food in the center
inform,im looking for gastropub food
negate,no i would like a cuban restaurant
inform,im looking for vietnamese food
bye,unintelligible bye
inform,moderate west
inform,cheap restaurant serving malaysian food
negate,no id like cheap restaurant in the west part of town
inform,uh creative food
inform,im looking for a restaurant in the west part of town that serves crossover food
reqalts,how about moderately priced
inform,how bout italian foo
null,dress
bye,okay thats all
thankyou,okay thank you good bye
request,give me address and phone number
request,whats the address noise
inform,i want a cheap restaurant in the south
inform,im looking for a restaurant serving french food
inform,i would like a restaurant in the west part of town that serves russian food
inform,ah im looking for a cheap restaurant
inform,moderate restaurant
request,can i have the phone number and the type of food
inform,im looking for a moderately priced restaurant in the south part of town
request,what is the postcode
request,could i get the phone number and price range
inform,im looking for a moderately priced restaurant that serves tur
inform,chinese restaurant please
inform,south part of town south
request,can i have the address please
confirm,is it european
request,uh i want to know the address and phone number
bye,k you goodbye
reqalts,noise is there anything else
inform,a moderately place restaurant
inform,ah centre
inform,if there is no such venue how about french type of food
confirm,does it serve kosher food
inform,looking for an expensive restaurant in the east part of town
affirm,yes spanish restaurant
request,what is the address phone number price range
request,whats the type of food
inform,can i have a cheap restaurant
request,what is the address and phone number
request,whats the phone number again
inform,can i find a restaurant in the south that is moderately priced
inform,im looking for a cheap restaurant in west part of town
inform,yea im looking for an expensive restaurant in the south part of town
inform,moderately priced restaurant japanese food
inform,moderately priced restaurant halal food
request,address phone number and type of venue
inform,im looking for a moderately priced restaurant in the north part of town
inform,i want gastropub food
confirm,does it serve m african food
inform,can i find a restaurant that serves international food
request,noise can you repeat the post code please
null,make a suggestion
inform,id like a restaurant in the south part of town that serves
null,done
inform,im looking for a cheap restaurant in the
request,address and phone number please
inform,um modern european food
inform,im looking for a restaurant that serves seafood
inform,mexican food
repeat,could you repeat that
inform,moderately priced restaurant
reqalts,how about modern european
inform,im looking for a restaurant that serves austral austrian food
thankyou,okay thank you goodbye
inform,i am looking for modern european food
inform,i dont care about the price
request,okay may i have the address and phone number
request,may i have its address
inform,im looking for an expensive restaurant that serves venetian food
inform,id like to find a restaurant that serves afghan food
inform,chinese food in the east part of town
inform,any asian oriental
negate,no noise
request,could i have the address phone number and postcode
request,address phone number and post code
inform,oh i need to be in the north
inform,catalonia food
negate,no vietnamese
inform,i want a restaurant in the east part of town
inform,i want to find a restaurant moderately priced in the south part of town
reqalts,what about north american food
inform,find indian restaurant in north of town
inform,looking for a moderately priced restaurant in the north of town
inform,part of town and it serves mediterranean food
inform,food an
request,can i get their phone number
negate,wrong no
request,may i have the address and price range please
inform,im looking for a moderately price restaurant that serves halo food
thankyou,thank you and price range
inform,i would like a cheap restaurant and it should
inform,im looking for a moderate priced restaurant in the north part of town
inform,a cheap restaurant that serves basque food
affirm,yes cheap restaurant
inform,moderate priced
inform,i want an expensive steak house
ack,im good
inform,im looking for a restaurant in the south part of town it should serve kosher food
inform,uh any area
inform,i am looking for an expensive restaurant that serves
inform,find restaurant serving asian
reqalts,how about a castro pub type of food
inform,i want to find an expensive restaurant that serves vegetarian food
request,what type of food does it serve
confirm,is it in the centre of town
reqalts,how about ah one that serves asian oriental
reqalts,what about persian food
inform,how bout irish food noise
inform,what about the other restaurant
inform,find spanish restaurant
inform,chinese
inform,looking for a restaurant
request,and the area
request,whats the phone number for noise
inform,peking restaurant
inform,restaurant and it should serve steak house food
inform,any type is fine
inform,any moderately
thankyou,thank you good be
inform,i need a restaurant in the west part of town that serves english food
inform,id like a hungarian food restaurant in the centre part of town
inform,im looking for a restaurant in the east part of town that serves international
inform,crossover restaurant west part of town
inform,a restaurant in the center of town serving carraibean food
inform,is there one in the west area
inform,can i have an expensive restaurant
inform,i want a restaurant that is cheap and
inform,north american
inform,belgian
reqalts,what about british food
inform,eartrain
request,and what is the post code
reqalts,what about indian
inform,im looking for a restaurant in the north part of town and it should serve cata
inform,i dont care the center part of town
inform,cheap restaurant serves spanish food
reqalts,do you have any other restaurants
affirm,uh yes can i find an expensive restaurant that serves italian food
thankyou,say thank you good bye
inform,looking for thai food
inform,is there one in the cheap price range
inform,uh that doesnt matter
inform,im looking for restaurants in the east part of town
inform,can i find an indian
inform,looking for something on the south side
request,okay and whats their phone number please
inform,find me vietnamese food
null,viet
repeat,okay let me try this again
request,and what type of food is that
confirm,does it serve baskey food
null,noise okay
inform,italian food in the south part of town
null,whats
request,okay might i have the address
inform,i want to find an expensive restaurant on the east part of town
reqalts,okay give me another option
inform,moderate restaurant east part of town
request,and what is their post code
inform,i want a restaurant in the center and it should serve european food
null,looking for a place that serves whole worl
inform,im looking for an indian restaurant in the
affirm,yes can i have a vegetarian restaurant in the east part of town
inform,okay moderate price range gastropub
affirm,um yes
inform,in cheap restaurant
reqalts,what restaurants are in the west part of town
reqalts,um what about italian food
inform,the south
inform,i want a singaporean food restaurant in the center
reqalts,how about a gastropub restaurant
reqalts,could you give me another venue
request,whats the price range again
inform,i want a restaurant in the north part of town that serves moroccan food
reqalts,how about cheap price range
inform,belgium food
inform,im looking for a restaurant that serves corsica food
inform,i would like to find a restaurant in the north part of town that serves kosher food
request,could i have their address please
confirm,is there a thai restaurant
inform,asian
null,sea
inform,uh id like steakhouse food
inform,i want to find a restaurant in the north part of town and it should serve
null,okay can i
inform,im looking for a cheap restaurant that serves malaysian food
request,what is its post code
request,unintelligible part of town
inform,i need a moderately priced restaurant in the part of town
inform,i need a cheap restaurant in the south part of town
inform,im looking for a restaurant in the east part of town and it should serve greek food
inform,mediterranean restaurant in any area
inform,cheap restaurant serving indian food
inform,lebanese food
affirm,right in the south part of town
inform,expensive restaurant thai food
inform,looking for lebanese food in the city center
inform,i would like to find a restaurant in the centre
null,alright
inform,i am looking for a restaurant in the west part of town
inform,any expensive
affirm,uh yes i need the north part of town
confirm,is there a cheap restaurant that serves vietnamese food
request,the phone number
inform,im looking for a cheap restaurant that serves cuban food
inform,east part of town i need an expensive restaurant
inform,cheap restaurant that serves
inform,uh afghan food
request,ok how about a restaurant and phone number
inform,im looking for an expensive restaurant that serves greek food
inform,portugese
inform,can i have a moderately priced restaurant in the west part of town
inform,im looking for a modreately
request,can i get the address and area of the venue
inform,african food in any price range
inform,cheap
request,what kind of food is that
inform,i do not care
inform,im looking for a restaurant in any area serving unintelligible
confirm,is it in the north part of tow
request,how much does it cost
inform,im looking for an expensive restaurant serving portuguese foo
hello,hi im looking for a restaurant that serves
inform,expensive indonesian
inform,id like a restaurant that serves thai food
inform,id like a moderately priced restaurant that serves cuban food please
request,could i have the address phone number and type of food
inform,im looking for a british restaurant
hello,hello welcome
request,what part of town is it
reqalts,cross talk how about gastro pub
inform,looking for romanian food in the east part of town
reqalts,another
inform,restaurant west part of town
inform,greek food in the north part of town
inform,i want to find a restaurant in the center and it should serve lebanese food
reqalts,is there another one
inform,are there mediterranean restaurants in the center of town
inform,i want an expensive restaurant that serves portuguese food
inform,expensive french restaurant
inform,canopy
request,could i have the address and phone number please
inform,um british
inform,looking for african food in the center of town
request,the post code as well please
inform,noise west
reqalts,what are my other options
inform,any price range
inform,chinese food in the north part of town
request,the address
inform,i would like australian foo
inform,im looking for a cheap restaurant that serves gastropub food
inform,indonesian
null,can i have the noise
null,oh my god
inform,noise are there any venues that serve indian type food
inform,im looking for a cheap restaurant that sells welsh
inform,um im looking for a restaurant in north part of town
request,what is the area of this venue
negate,no the north
inform,i need a restaurant
inform,im looking for kosher food in the west side
confirm,does it serve hungarian food
reqalts,uh okay how about indian food in the east part of town
inform,i want a cheap restaurant in the north
inform,i am looking for an expensive restaurant in the south part of town
reqalts,how about rest of town
request,okay can i have the address phone number and the post code of the restaurant
confirm,does it serve chinese type of food
inform,a restaurant in
inform,north part of town turkish food
inform,im looking for a restaurant that serves thai food
request,can i have the area of the venue
inform,find restaurant serving asian oriental
inform,a restaurant in the south part of town hungarian food
request,id like to know the phone number
inform,id like to find a restaurant in the north part of town that serves german food
inform,id like to find a restaurant in any area serving mediterranean food
affirm,unintelligible yeah what about thai food
inform,north american type food
inform,can i have a restaurant in the north
inform,a restaurant that serves german food
request,uh what type of food
reqalts,do you have a restaurant that serves turkish food
inform,im looking for a restaurant that serves mediterranean
inform,moderately priced restaurants
inform,restaurant in the west part of town serving moroccan food
reqalts,how about british food
request,what food is available in the south part of town
inform,okay im looking for moderate price range
reqalts,what about indian food in the cheap price range
inform,any cheap food
inform,any kind of food id like a cheap restaurant
inform,im looking for a restaurant in the center and it should serve swedish food
inform,in the west part of town
request,what about the phone number
request,and finally the post code
inform,asian oriental type of food
request,can i have the post code
ack,great day unintelligible
inform,north creative
repeat,please repeat
inform,what european food
reqalts,what about korean food
request,could i have the address phone number and
inform,polynesian food in the south part of town
request,what is the phone number and post code
request,can i get the address and phone number please
thankyou,breath thank you goodbye
affirm,uh yes iam looking for a british type of food restaurant
inform,moderate price west part of town
inform,i need a restaurant serving corsica food
inform,im looking for a restaurant in the west part of town that should serve english food
bye,stop
negate,no air tran food
request,phone number
inform,chinese restaurant
inform,id like a pan asian restaurant
inform,is there a chinese restaurant in the cheap price range
request,may i have the address phone
thankyou,thank you is there anything else
inform,portuguese food in the south part of town
inform,north part of town north part of town
thankyou,alright thank you good
inform,uh the west part of town
request,whats the price range
inform,i need a restaurant that serves
null,i know mia
inform,cheap restaurant uh italian food
inform,uh european food
inform,how bout che italian food
reqalts,how about the center of town
reqalts,what about a restaurant that serves chinese food
request,can i get a phone number please
request,noise address and the post code of the venue
affirm,ah yes that serves french food
confirm,does it serve asian oriental
inform,i need a place that serves spanish food
hello,unintelligible hello
request,whats their phone number
inform,um portuguese food
inform,looking for cheap eritrean food
request,and the phone number and address
request,may i get the address and phone number
negate,breath no american food
inform,expensive restaurant in the south of town
inform,dont care whats the phone number
affirm,yes it should be in the east part of town
inform,expensive north american
inform,im looking for a cheap restaurant that serves italian food
inform,a moderately priced restaurant that serves
reqalts,can i try another one
inform,french type of food
inform,east side
reqalts,how about romanian food
reqalts,are there any other restaurants
inform,unusual
inform,i am looking for a moderately priced restaurant serving cantonese food
negate,no asian
thankyou,thanks bye bye
inform,cheap restaurant serving mediterranean food
request,can i get the address phone number and price range
null,and whats the postal code
thankyou,thank you good b
confirm,does it serve gastropub
inform,im looking for a restaurant in any area
inform,iam looking for an expensive restaurant and it should be in the south part of town
inform,im looking for a expensive restaurant in the
reqalts,how about european type of food
inform,are there any that serves mediterranean type food
request,great whats the phone number
inform,uh scandinavian food
bye,okay bye
inform,i need a restaurant that serves corsica food
inform,im looking for a restaurant in the north part of town serving international food
inform,i would like a cheap restaurant it should serve ger
inform,like a restaurant that serves asian oriental
inform,restaurant in the north part of town
null,unintelligible
inform,um any time of european type food
request,good whats the address
inform,im looking for a restaurant that serves swiss food
reqalts,how about a restaurant in the west part of town that serves vietnamese
affirm,uh yes im looking for an expensive restaurant and it should be in the east part of town
inform,asian ori
confirm,is it hungarian
affirm,breath yes id like a moderately priced restaurant that serves thai food
request,what is their address
thankyou,thank you have a good day
reqalts,how about portuguese good
inform,portuguese food any price
inform,iam looking for a cheap restaurant and it should be in the north part of town
request,s the address
inform,i need a cheap restaurant in the north part of town
inform,african food
request,may i have the address pleas
reqalts,is there a restaurant serving thai food
negate,no corsica food
affirm,uh yes can i get the address
request,okay what were the prices for the other restaurant
request,could have the phone number
inform,im looking for a restaurant that serves italian
inform,uh i want cantonese food
inform,i want to find a restaurant in the center that serves irish
inform,i want to find a restaurant that serves world food
inform,that serves takes out food
inform,i want to find a moderately
inform,can i have moderately priced restaurnt in the south part of town
inform,okay ah how bout portuguese food
null,cough
inform,i need a moderately priced restaurant in the west part of town
reqalts,is there anything that serves caribbean food
inform,i need a restaurant serving asian oriental in the north part of town
request,price range address phone number
inform,are there any that serve vietnamese food
inform,i need indian food
inform,talian food
inform,im looking for a restaurant in the north part of town serving italian food
inform,south part
inform,im looking for a restaurant in the center of town that serves romanian food
request,may i have the phone number please
inform,i want to find a restaurant in the north part of town
request,what is the signature dish
inform,im looking for something cheap
inform,eritrean food
reqalts,is there any other restaurant
null,just a moment
inform,theres no such venue unintelligible indian type of food
inform,im looking for a cheap restaurant that serves christmas food
affirm,yes can i have can i get swedish food in any area
inform,can you find a modern european restaurant
reqalts,how about thai food
affirm,yes and in french please
inform,i want swedish ffood
reqalts,how about gastropub
reqalts,how about french food
inform,im looking for a cheap restaurant in the north of town
inform,any japanese restaurants
null,the adra
inform,kosher food in the north
request,what is the address
inform,would like british food
inform,vegetarian food please
request,what about the area
inform,looking for a restaurant in the south part of town serving
hello,hi im looking for a place that serves scandinavian food
inform,id like to find japanese food
inform,um im looking for something in the west thats moderately priced
null,okay and um
affirm,yes good afternoon im looking for a restaurant in the north
inform,i would like to find a restaurant in the west part of town
inform,i am looking for sweedish food
restart,reset
null,previews
thankyou,oh my god thank you goodbye
request,what is the price range of this venue
inform,id like a moderately priced restaurant that serves
inform,either one
request,what is the address and post code
inform,im looking for a restaurant in the center and it should serve traditional food
inform,uh world food
null,finished
inform,im looking for a cheap restaurant and it should be in the south part of town
request,what is the telephone number
inform,i am looking for a cheap restaurant and it should serve seafood
inform,i would like to find a restaurant that serves halal food
inform,i would like to find a restaurant in any area serving international food
null,duration
request,what is what area is it in
inform,im looking for moderately priced restaurant in the east part of town
inform,noise im looking for a restaurant serving vegetarian food
inform,korean food type
inform,moroccan food
reqalts,other
inform,im looking for a cheap restaurant and it should be in the east part of town
reqalts,how about spanish food
request,may i get the post code
request,what is their address and telephone number
inform,im looking for an expensive restaurant that serves english food
request,can i get the address and phone number and post code
inform,um an expensive
inform,thai thai
inform,scandinavian food
affirm,right in the south side of town though
bye,okay thank you and good bye
request,and what kind of food
request,may i get the address phone number and price
inform,uh i dont care
inform,im looking for a restaurant in the center part of town that serves unintelligible food
inform,restaurant in the south part of town caribbean food
request,could you get me the phone number
reqalts,anything elses
hello,music hello
request,address phone number and type of food
inform,im looking for a restaurant in the west part of town and it should be cheap
inform,could i have brazilian food
inform,im looking for a restaurant that serves mexican food
negate,no im looking for an expensive restaurant in the east part of town
request,can you give me the address and price range
inform,im looking for belgian food in the south part of town
request,can i have the price range
inform,expensive restaurant serve korean food
inform,i want to find a restaurant in the west part of town that serves vietnamese food
null,can i get the
inform,expensive australian restaurant
inform,italian food please
negate,no im looking for gastropub food
inform,moderate price range please
inform,im searching for a chinese restaurant
inform,im looking for a restaurant in the north part of town serving jamaican food
negate,no thank you good bye
null,um hm
inform,tuscan
request,what is the address and type of food
inform,expensive european
inform,id like a moderately priced restaurant in the south part of town
null,who is it by
affirm,yeah
request,and their phone number please
inform,im looking for korean food any price range
inform,i need a restaurant that serves african food
request,in the cheap price range
request,what is their post code
inform,i would like chinese food
inform,irish fdod
inform,im looking for a restaurant that
inform,i want a restaurant in the center
repeat,again
inform,i would like to find an expensive restaurant in the south part of town
hello,hi im looking for a moderately priced restaurant in the south part of town
inform,jamcian food
reqalts,are there any other options
inform,im looking for polynesian food
negate,uh no thats it thank you and good bye
inform,cheap restaurant that serves german food
inform,moroccon
inform,expensive mediterranean food
null,range please
inform,im looking for a moderately priced labonese restaruant
inform,serving international food
inform,i want indonesian food
inform,noise restaurant west part of town danish food
reqalts,im sorry but what about chinese food
inform,um english
inform,chinese restaurant in the south part of town
negate,no australian food
inform,im looking for a restaurant in the north part of town that serves european food
inform,im looking for a moderately priced restaurant that serves greek foo
inform,restaurant in any area thats
request,well can i get the address and the post code
inform,im looking for a turkish type of restaurant
inform,restaurant in the south part of town serving turkish food
deny,i dont want that
reqalts,is there a restaurant serving turkish food
inform,fine i want restaurant in the north part of town
request,what type of food do they ser
inform,i am looking for a restaurant in the east part of town
inform,is there any that serve european food
inform,noise i dont care about the price range
inform,im looking for venison food cross talk
inform,im looking for a restaurant in the center serving african food
hello,hi need an
inform,im looking for eritrean food
inform,yea im looking for a restaurant that serves basque food
inform,fusion food
request,what food is available in this area
inform,restaurant south part of town christmas food
inform,is there one that serves indian food
inform,west part of town moderatley price
inform,i want a moderately priced restaurant in the west part of town
reqalts,no there is no such venue how about portuguese type of food
request,and postcode
inform,indian type of food
bye,alright good bye thank you
inform,basque
reqalts,uh another choice
negate,no romanian
inform,it doesnt matter salad
inform,im looking for an expensive restaurant in the east town
inform,im looking for a moderately priced restaurant and it should serve british
inform,looking for a sea food restaurant
inform,fuck the missing sock
request,could i have the phone number please
affirm,yes and i dont care about the price range
request,um whats the address
inform,i want to find a cheap restaurant and it should serve scandinavian food
reqalts,what else
inform,uh cheap restaurant serving scandinavian food
inform,i want indian food
inform,i would like to find a restaurant in the south part of town that serves
inform,can i find a expensive restaurant that serves welsh food
inform,i need a cheap restaurant that serves romanian food
negate,no not noise
inform,im looking for a moderately
inform,im looking for something in the center of town
inform,i would like european food
null,are there any
inform,restaurant in the center serving persian food
reqalts,how about one that serves portuguese food
inform,cuban food
null,uh have
inform,can i have a cheap restaurant in the south part of town
reqalts,how about chinese restaurants
inform,in the north part
reqalts,could i have another one
inform,vegetarian
request,whats the phone whats the phone number
inform,change that to chinese food
request,id like to know the address phone number and post code
null,can i get
inform,i need a vietnamese restaurant
inform,i want a gastropub restaurant
confirm,is that in the center
inform,i would like thai food
affirm,yea in the east part of town
inform,id like to find a restaurant in the north part of town and it should serve greek food
request,and the phone number okay
hello,hi im looking for a restaurant that serves vegetarian food
inform,i want french
inform,any type of area
reqalts,how about modern european type of food
null,kish
thankyou,thank you good
hello,hi im looking for mexican food
request,may i have the phone number and address please
inform,i am looking for a restaurant in the south part of town and it should serve cantonese food
request,thats fine whats the address
reqalts,okay what about turkish foo
inform,im looking for a restaurant in the north part of town that serves asian oriental food
inform,signapore
inform,can i find an expensive restaurant that serves traditional food
ack,okay give me the first
inform,the north part
reqalts,kay how about indian food
inform,im looking for a cheap restaurant in the south of town
inform,serves turkish food
inform,im looking for an expensive restaurant and it should serve malaysian food
inform,i want to find a cheap restaurant in the north part of town
inform,i want to find a cheap restaurant that serve
inform,id like a restaurant in the north part of town that serves cross over food
inform,um spanish food
null,how about tha
inform,im looking for canapes food in any price range
inform,it should serve french food
inform,a restaurant in the east part of town serving indian food
request,whats the telephone number
reqalts,okay how about a gastropub
null,background_speech
request,breath price range
null,gonville and caius college
request,what kind of food is there
inform,moderately priced restaurant in north part of town
reqalts,how about a moderately priced restaurant that serves spani
inform,okay expensive
inform,restaurant in the north part of town that serves turkish food
inform,is there any expensive restaurant
negate,no air tran good
null,adress
reqalts,ok is there any restaurant that serves chinese food in the east part of town
inform,noise cheap restaurant
inform,i am looking for an expensive restaurant in the east
inform,malaysian
request,and can i have the address phone number and price range of the restaurant please
affirm,yes id like hungarian food in the south part of town
inform,i want to find a moderately priced restaurant
inform,i am looking for a restaurant in the center that serves korean food
inform,are there any serving european food
request,what is the phone numbere
request,what type of food does the missing sock ser
inform,north part of town fast food
inform,what about a chinese restaurant in the north of town
request,sounds good whats the address
confirm,does it serve european type food
affirm,uh yeah im looking for a restaurant in the south part of town and that serves kosher food
request,i would like the address and phone number
inform,could i have a cheap restaurant
inform,looking for a restaurant in the east part of town
reqalts,how about an indian restaurant in the north part of town
inform,looking for cheap barbecue food
inform,can i have irish food
inform,yea id like a restaurant in the west part of town thats
reqalts,how about any part of town
inform,ok what about indian
inform,im looking for air tran food in the south part of town
inform,im looking for scandinavian food
inform,a cheap restaurant in the east part of town
request,could you give the address phone number and post code
inform,do you have cuban food
negate,no french food
hello,hello hello oh your on the phone yea
reqalts,how about in any price range
request,address phone number postcode
inform,im looking for a moderately priced restaurant in the west part of town
reqalts,okay how about chinese food
request,and what is the address
inform,um i need a cheap restaurant
affirm,yes creative food
inform,cantonese food north
inform,i want to find a cheap restaurant and it should be in the east part of town
inform,restaraunt serving fusion food
null,s
inform,i want asian oriental food
inform,im looking for british food
inform,cheap restaurant welsh food
inform,im looking for a restaurant in any area that serves swedish food
inform,i would like some danish food
confirm,is it asian oriental
negate,no new selection
negate,no lebanese how do you say it
inform,im looking for a cheap restaurant on the north side of town
negate,thank you good bye no thank you good bye
inform,i need a cheap restaurant that serves christmas food
inform,international food in the west part of
inform,i need a moderately priced restaurant in the north part
inform,expensive restaurant
ack,well take that one
request,great whats the address and phone number
affirm,yes id like to find a cheap
reqalts,is there a restaurant serving modern european food
inform,cheap restaurant south part of town
inform,i want a moderate priced restaurant in the north part of town
inform,a restaurant in the center that serves mediterranean food
request,and whats the phone number
reqalts,give me something else
null,was
inform,system im looking for expensive restaurant
inform,im looking for a restaurant in the west part of town that serves scottish
request,what price range is it
request,okay can i get their address
inform,im looking for russian food in the center of town
inform,im looking for a restaurant that serves indian food
reqalts,okay how about a moderately prices restaurant that serves
inform,im looking for a restaurant in the north of town serving french type of food
inform,i am looking for a moderately priced restaurant in the south
inform,a cheap restaurant serving mexican food
inform,i want english food in the center of town
inform,im searching for mediterranean food
inform,find gastro pub type food
