dialog_act,utterance
request,whats the phone number
thankyou,thank you good bye
thankyou,thank you good bye
inform,caribbean food
inform,do you have jamaican restaurant
inform,doesnt matter
thankyou,thank you good bye
reqalts,are there any others
inform,im looking for singaporean food
inform,singaporean
request,could i have the address and phone number
inform,i would like irish food in the north part of town
inform,a moderately priced restaurant
inform,id like a austrian restaurant in the south part of town
thankyou,thank you good bye
null,noise
thankyou,thank you good bye
request,great whats its address
request,phone number
hello,hello hello oh your on the phone yea
null,popular
inform,i dont care
inform,barbecue food
inform,moderate
bye,good bye
request,price range
request,what type of food
reqalts,is there anything else
reqalts,anything else
reqalts,is there anything else
thankyou,thank you good bye
null,im looking
inform,can you find me a place that has thai food
inform,gastropub food
request,what is the address and phone number
request,the address
null,care
request,okay and the phone number
thankyou,thank you good bye
inform,expensive
inform,any
request,can i get the address and price range
null,sil
null,noise
request,can i have the address and the phone number
affirm,yes
request,post code
request,what is the phone number
bye,okay bye
thankyou,thank you good bye
inform,indian
request,phone number
request,address
request,and the price range
null,noise
null,what is it by
request,popular dish
inform,gastropub
inform,im looking for an expensive restaurant and it should
request,address
request,whats the phone number
inform,jamaican
inform,cheap
inform,cheap restaurant in the north part of town
inform,indonesian food
inform,tuscan food
request,do you have the phone number
thankyou,thank you good bye
request,what is the address
inform,cheap restaurant
inform,i dont care
null,unintelligent
thankyou,thank you good bye
inform,in the center
thankyou,thank you good bye
thankyou,thank you good bye
inform,basque food
request,may i get the address
inform,moderately priced
thankyou,thank you good bye
inform,cheap
request,can i get the address
request,address
thankyou,thank you good bye
inform,japanese
ack,okay um
request,post code
null,sil
inform,malaysian
inform,if there is no such venue how about french type of food
bye,you goodbye
request,post code
inform,in the east part of
negate,uh no thank you and good bye
null,unintelligible
request,okay and whats the post code
inform,cheap price range
inform,im looking for a chinese restaurant
reqalts,is there anything else
request,what is the address and phone number
confirm,does it serve cuban food
affirm,yes
request,address
affirm,yes
request,phone number
request,phone number
thankyou,thank you good bye
thankyou,thank you good bye
request,okay what is the phone number
thankyou,thank you good bye
request,what is the address
inform,expensive
inform,any
reqalts,how about turkish
affirm,yea the area
inform,im looking for a restaurant in the west part of town
reqalts,how about vietnamese food
thankyou,thank you good bye
request,phone number
thankyou,thank you good bye
request,phone number
null,dress
request,address
inform,north
null,unintelligible
confirm,is it expensive
inform,cheap
inform,i dont care
inform,im looking for a cheap restaurant in the
inform,dont care
request,address
inform,south
request,address
request,address and phone number
confirm,does it serve canapes food
inform,i am looking for a moderately priced restaurant
inform,im looking for an expensive restaurant
affirm,ye
null,unintelligible
inform,any kind of food
null,sil
reqalts,how about british food
inform,moderately priced restaurant in the south part of town
reqalts,anything else
negate,no
inform,asian oriental food
inform,gastropub food
inform,restaurant
request,post code
inform,north
request,in the wouth part of town
inform,i dont care
inform,the south part of town
null,sil
inform,im looking for a restaurant in the east part of town
inform,kitalian food
inform,chinese
thankyou,thank you good bye
reqalts,is their anything else
confirm,is that portuguese
request,phone number
request,and the phone number
inform,dont care
repeat,repeat that
request,what is their phone number
confirm,is it an expensive restaurant
thankyou,thank you goodbye
inform,find restaurant in north part of town serving asian
request,phone number
request,and their post code
null,okay
request,can i get the phone number
inform,moderately priced restaurant
inform,center
thankyou,thank you good bye
inform,japanese food
inform,im looking for bistro food in the center of town
thankyou,thank you
reqalts,kay how about indian food
inform,im looking for a cheap restaurant in the north part of town
inform,any type of food
thankyou,thank you good bye
request,okay um whats the price range
inform,south
request,price range
affirm,yes
affirm,yes
thankyou,thank you good bye
inform,it doesnt matter hungarian food
thankyou,thank you good bye
affirm,right
inform,i need an expensive restaurant in the south part of town
inform,would like expensive
reqalts,what about vietnamese food
null,thats all
thankyou,thank you good bye
negate,no
inform,east part of town
reqalts,what about indian food
null,noise
inform,im looking for a restaurant in the north part of town that serves
request,can i get the phone number
inform,im looking for a cheap restaurant in the south part of town
inform,any area
inform,i dont care
inform,i want a restaurant that serves creative food
request,what is the address
inform,that serves in the moderate food price
inform,italian
inform,uh creative food
request,can i get the address
reqalts,are there any other cheap restaurants in the west part of town
inform,any
inform,im looking for a spanish restaurant
null,unintelligible
request,what is the phone number
inform,any
reqalts,how about thai
inform,austral asian
inform,italian
inform,i dont care
reqalts,what about international food
affirm,yes
reqalts,how bout asian
inform,i want to find a cheap restaurant in the north part of town
null,alright
inform,west
inform,i dont care
request,address
affirm,yes
bye,good bye
inform,north
confirm,is it cheap
thankyou,thank you good bye
inform,cheap indian food
inform,any
inform,south
inform,i dont care
inform,i want a cheap restaurant in the north part of town
thankyou,water cherries thank you good bye
thankyou,thank you good bye
request,okay what about the post code
inform,expensive
thankyou,thank you good bye
inform,american
inform,west
inform,im looking for an expensive restaurant and it should be in the south part of town
reqalts,next
request,what is their address
inform,moderate
thankyou,thank you good bye
request,can i have the address and phone number
request,the address
request,can i get the phone number and address
affirm,yes
affirm,yes yes
request,whats the address
thankyou,thank you good bye
request,cool whats the phone number
thankyou,thank you good bye
reqalts,how about spanish food
inform,im looking for pollynasian food
thankyou,thank you good bye
inform,south
inform,any
affirm,yeah
null,unintelligible
request,phone number
thankyou,thank you good bye
request,type of food
inform,creative food
inform,dont care
thankyou,thank you good bye
request,phone number
inform,cheap
inform,moderately priced restaurant in the north part of town
inform,im looking for a cheap restaurant in the north part of town
thankyou,thank you goodbye
inform,kosher food
thankyou,thank you good bye
thankyou,thank you
request,phone number
null,sil
inform,it doesnt matter
request,can i have the address and phone number
inform,im looking for an expensive restaurant and it should serve vietnamese food
inform,north
request,price range
null,noise
request,what type of food is it
thankyou,thank you good bye
inform,i dont care
request,post code
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
inform,moderate restaurant east part of town
request,whats the address
request,whats the phone number
inform,indian food
request,what is the type of food
affirm,yes
inform,north part of town
inform,cheap restaurant
request,and the address
inform,moderately priced restaurant
inform,looking for a restaurant in the east part of town
inform,moderately priced in east part of town
request,what is the phone number
reqalts,is there anything else
request,whats the address
inform,i dont care
null,oh boy
request,phone number
inform,cheap restaurant
inform,south
request,and the phone number okay
inform,indian food
reqalts,anything else
inform,persian
request,whats the area
request,and their post code
thankyou,thank you good bye
inform,doesnt matter
inform,food
request,what is the phone number
request,where is it lcoated
request,address
thankyou,thank you good bye
affirm,yes
bye,alright thank you good bye
reqalts,anything else
request,what kind of food do they serve
reqalts,what about indian food
reqalts,is there anything else
inform,in the east part of town
thankyou,okay thank you good bye
request,phone number
inform,any type of food is okay
inform,i want chinese food
request,what is their phone number
request,what is the price range
thankyou,thank you good bye
null,there
request,address
inform,indian food
inform,west
request,okay and can i get their address
request,could i have the phone number
reqalts,how about chinese food
request,address
request,whats the address
reqalts,how about asian oriental type of food
thankyou,thank you good bye
thankyou,thank you good bye
request,and phone number
request,can i have the address and phone number
bye,good bye
inform,it doesnt matter
inform,italian food
inform,indian
reqalts,is there anything else
request,okay and whats their phone number please
request,what is the phone number
request,what is the post code
request,phone number
request,and whats the address
reqalts,anything else
inform,i do i dont care
request,what is the address
request,phone number
request,phone number
inform,how bout thai
inform,center
null,noise
inform,it doesnt matter
request,what is the address
bye,good bye
inform,west part of town
affirm,yes can i have malaysian food
request,whats the phone number
thankyou,thank you good bye
inform,food in the south part of town
inform,east
affirm,yes
inform,any
thankyou,thank you good bye
inform,chinese food east part of town
request,how much
affirm,yes
inform,looking for moderately priced restaurant in the north part of town
reqalts,anything else
inform,austria asian food
reqalts,how about turkish food
inform,any part of town
request,what is the type of food
inform,im looking for a restaurant in the north
reqalts,okay how about chinese food
request,okay what were the prices for the other restaurant
affirm,yes right
thankyou,thank you good bye
inform,dont care
reqalts,could i have another one
inform,im loooking for a restaurant serving vietnamese type of food
thankyou,thank you good bye
inform,dont care
request,phone number
inform,thai food
inform,north part of town
reqalts,how about moroccan food
request,what type of food
inform,west part of town basque food
thankyou,thank you good bye
request,phone number
inform,moderate
request,what type of food
inform,modern european food
inform,any
inform,moderate
inform,what about modern european food
inform,im looking for asian oriental
request,what is the phone number
request,could i get the address and post code please
request,whats the address
inform,barbecue
inform,vietnamese
null,unintelligible
inform,any
request,thank you can i have the phone number
inform,west
inform,italian
inform,it doesnt matter in the south part of town
affirm,yes
inform,spanish food in west area
null,unintelligible
request,what is the phone number
deny,i dont want that
thankyou,thank you goodbye
inform,afghan food
inform,any
inform,christmas food west of town
inform,american
inform,korean
thankyou,thank you good bye
affirm,yes
inform,a restaurant in the center that serves leban
null,system
null,noise
null,sil
inform,expensive restaurant
inform,venetian
reqalts,how about indian food
null,system
inform,any type
inform,id like to find a restaurant that serves korean food
request,whats the address
request,and the address
inform,i do not care
thankyou,thank you good bye
inform,italian
request,may i have the phone number
inform,it doesnt matter
request,phone number
affirm,yea
thankyou,thank you good bye
inform,dont care
inform,south
inform,east
inform,gastropub moderate
request,phone number
inform,doesnt matter
inform,im searching for a chinese restaurant
request,whats the phone number
request,and a phone number
request,may i have the address please
request,phone number
inform,eritrean food
thankyou,thank you good bye
reqalts,how about korean
null,unintelligible
negate,no
request,uh address
inform,i dont care
request,phone number
inform,im looking for a cheap restaurant in the east part of town
request,what is the phone number
inform,east part of town
request,whats their address and phone number
thankyou,thank you good bye
inform,any
request,phone number
thankyou,thank you good bye
request,what food is available
request,okay whats the address
inform,thai food
thankyou,thank you good bye
inform,are there any serving european food
thankyou,thank you good bye
ack,okay um
inform,i dont care
inform,afghan
request,uh address
request,what is the address
inform,cheap
inform,looking for a restaurant in west part of town serving cantonese
inform,indian
request,can i have the address of the venue
inform,south of town
affirm,yes
request,what area of town
inform,lets see im looking for a restaurant in the north part of town that serves vietnamese food
inform,i dont care
request,phone number
request,whats the phone number
inform,i dont care
request,addre
inform,i need a moderately priced restaurant in the south part of town
inform,just chinese food in the north part of town
request,phone number
inform,korean
inform,doesnt matter
inform,european
affirm,yes
thankyou,thank you goodbye
request,what is the phone number
request,whats the address
inform,modern european
request,what is the address
inform,im looking for an expensive restaurant and it should be east part of town
null,unintelligible
thankyou,thank you goodbye
request,phone number
null,okay
affirm,yes
affirm,yes
inform,im looking for a cheap restaurant that serves german food
request,phone number
affirm,yes
inform,i dont care
reqalts,and anything else
reqalts,how bout the center part of town
inform,expensive restaurant
inform,i dont care
thankyou,thank you good bye
inform,for a restaurant
thankyou,thank you good bye
inform,cheap
inform,east
inform,creative food
thankyou,thank you good bye
inform,i need a moderately priced restaurant in the north of town
request,address
request,and their phone number
null,sil
null,noise
null,what about
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
request,can i have the address
request,address
thankyou,thank you good bye
reqalts,how about british food
inform,find me an expensive persian restaurant
request,and what type of whats the phone number
inform,any
request,what is the address and phone number
inform,i want an expensive restaurant in the east part of town
ack,im good
inform,does anyone serve eritrean food
inform,center
inform,doesnt matter
null,unintelligible
null,noise
request,what is the phone number
inform,im looking for an expensive restaurant in the south part of town
request,whats the address
request,what is the phone number
inform,i dont care
request,can i have the phone
inform,italian food
inform,corsica food
inform,could i have a cheap restaurant
null,may i
reqalts,is there another place
null,sil
inform,food
reqalts,how about chinese food
affirm,yes in the east part of town
request,what is the signature dish
null,noise
inform,international
request,what type of food
request,may i have the address
thankyou,thank you good bye
inform,east part of town
thankyou,thank you good bye
bye,good bye
request,whats their address
thankyou,thank you good bye
inform,cheap restaurant in the east part of town
inform,id like a moderately priced restaurant that serves cuban food please
reqalts,how about spanish
inform,cheap restaurant
inform,im looking for a restaurant serving romanian food
inform,it doesnt matter
inform,i dont care
inform,european food
thankyou,thank you good bye
null,um that serves
request,phone number
inform,vietnamese food
request,post code
null,sil
reqalts,what about chinese food
affirm,yes
inform,im looking for cheap restaurants in the north part of town
inform,cuban
inform,dont care
inform,doesnt matter
request,whats the address
thankyou,thank you good bye
request,phone number
request,and the post code
request,whats the address
request,what is the phone number
request,phone
inform,mediterranean food
request,area
inform,italian food
request,post code
inform,i need a moderately priced restaurant
inform,belgium
inform,lebanese food
thankyou,thank you good bye
affirm,yes
inform,moderately priced restaurant
inform,caribbean food
inform,vietnamese
inform,danish
request,address
inform,yea id like a restaurant in the west part of town thats
inform,ah centre
thankyou,thank you good bye
thankyou,thank you good bye
request,address
request,phone number
thankyou,thank you good bye
inform,asian oriental
request,what kind of food does it serve
request,whats the address and phone number
negate,no north
inform,south
inform,european
request,phone number
request,can i have the phone number
thankyou,thank you good bye
inform,in the south part of town
affirm,yes
inform,south
inform,i want a moderately priced restaurant in the north part of town
inform,cheap
inform,i dont care
inform,italian
request,what is the address and phone number
inform,european food
null,sil
request,address
request,what is the phone number
request,what type of food
thankyou,thank you good bye
thankyou,thank you good bye
inform,south
inform,it doesnt matter
request,address
inform,indian
request,what area
request,whats the address
inform,portuguese
reqalts,is there anything else
inform,moderate
thankyou,thank you good bye
inform,i want malaysian food in any area
inform,cheap restaurant east part of town
request,what is the phone number
inform,moderately
null,sil
inform,i dont care
inform,earetree mediterranean food
null,unintelligible
inform,im looking for a restaurant in the south part of town serving korean food
request,whats the address
null,sil
reqalts,how about asian oriental type of food
thankyou,thank you good bye
inform,umh i dont care noise
null,noise
reqalts,how about korean
inform,west
request,address
inform,i dont care
inform,im looking for an expensive restaurant that serves european food
request,whats the phone number
inform,east
null,noise
thankyou,thank you good bye
inform,moderately priced
request,whats the phone number
null,bad
inform,modern european
thankyou,thank you good bye
affirm,yes
reqalts,okay fine what about asian food
request,what is its address
request,whats the phone number
thankyou,thank you good bye
reqalts,how about an indian restaurant
inform,vietnamese food
thankyou,thank you goodbye
request,can i have the address and the phone number
inform,english food
request,what is the phone number
null,noise
request,address
thankyou,okay thank you good bye
inform,restaurant serving spanish food
inform,west
request,whats the post code
request,post code
bye,good bye
thankyou,okay thank you good bye
request,whats the price range
thankyou,thank you good bye
thankyou,thank you good bye
inform,cheap restaurant gastropub
confirm,is it moderately priced
request,address
request,what type of food do they serve
affirm,yes
thankyou,thank you good bye
reqalts,how about indian
request,whats the phone number
thankyou,thank you goodbye
reqalts,is there anything else
thankyou,thank you good bye
reqalts,anything else
thankyou,thank you good bye
request,type of food
reqalts,how about portuguese food
request,price range
request,whats the address
inform,im looking for portuguese food
inform,moderate restaurant kosher food
inform,gastropub
thankyou,thank you goodbye
inform,bistro
thankyou,thank you goodbye
inform,im looking for a cheap restaurant in the south part of town
inform,cheap restaurant
null,im looking
inform,im looking for a cheap restaurant in the east part of town
reqalts,how about italian food
null,laugh you suck
inform,barbecue food
thankyou,thank you
request,what kind of food does it serve
request,whats the phone number
inform,barbecue food
inform,cheap restaurant in the north part of town
request,phone number
negate,no
inform,international
thankyou,thank you good bye
thankyou,thank you good bye
inform,expensive
thankyou,thank you good bye
request,phone number
inform,im looking for an expensive restaurant
inform,moroccan food
confirm,is it moderately priced
reqalts,how about british food
request,what is the address
request,phone number
affirm,yes
inform,it doesnt matter
inform,im looking for a restaurant with thai type
inform,portuguese food
inform,i dont care
reqalts,how about spanish food
reqalts,is there anything else
inform,west
request,phone number
request,whats their address
request,whats the address
inform,east
request,what is the address phone number
inform,crossover food
inform,noise how bout thai
reqalts,is there anything else
inform,how bout thai food
request,whats the address
request,and the phone number
inform,cheap
inform,cross over food
request,what is the phone number
request,what area
request,and the phone number
request,what is the post code
affirm,ye
reqalts,what about french food
inform,seafood
request,address
request,address
thankyou,thank you good bye
request,phone number
inform,inexpensive
inform,indian
inform,polynesian
inform,tuscan food south part of town
request,i want to know the address and the
request,breath price range
inform,european food
inform,restaurant south part of town christmas food
inform,expensive restaurant
inform,looking for a restaurant in the east part of town
reqalts,what about korean food
inform,im looking for a moderately priced restaurant in the west part of town
confirm,is it moderately priced
affirm,yes
inform,im looking for a restaurant in the east part of town serving chinese food
reqalts,is there anything else
inform,swiss food
request,the address
null,noise
null,sil
inform,cheap restaurant north part of town
affirm,yes
inform,thai food
request,can i get the address and phone number
request,the phone number
inform,i dont care
request,could i have the phone number and address please
inform,any
hello,hi i want to find a moderately priced restaurant in the north part of town
request,whats the address
inform,north
request,and what price range is that or nevermind
inform,west
inform,any
request,how about the address
inform,south
inform,i want a restaurant in the north part of town that serves french food
inform,im looking for a restaurant in the west part of town serving
negate,no
request,address
inform,thai
request,okay can i have the address and post code please
bye,good bye
null,care
request,address
inform,british food
inform,south area
affirm,yes
inform,im looking for a restaurant in the west part of town and it should be cheap
inform,i want an italian restaurant in the center
request,and the phone number
request,can i have the phone number
inform,scandinavian food
inform,mediterranean
negate,no
inform,modern euorpean
affirm,uh yes can i get a moderate moderately priced restaurant in the west part of town
request,what is the phone number
inform,i dont care
reqalts,how about asian
request,may i have the address and phone number
thankyou,thank you good bye
inform,vietnamese
inform,doesnt matter
inform,im looking for a restaurant in the
request,what is the area
inform,west
reqalts,how about italian food
negate,no
inform,i dont care
inform,british food
request,what is the address
thankyou,thank you good bye
request,post code
reqalts,is there anything else
inform,im looking for eritrean food
thankyou,thank you good bye
inform,i dont care
reqalts,how about european food
thankyou,thank you goodbye
request,whats the phone number
inform,thai food
affirm,yes
inform,south
null,unintelligible
request,what is the address
inform,doesnt matter
inform,korean
affirm,yes
inform,any
thankyou,thank you good bye
reqalts,anything else
request,phone number
thankyou,thank you good bye
inform,north part of town
repeat,repeat
null,cough
inform,i dont care
reqalts,what about portugese
inform,i dont care
inform,canapes food
inform,looking for thai food
inform,a expensive restaurant serving japanese food
request,can i have the address
inform,west part of town
request,whats the address and phone number
reqalts,okay how about modern european food
reqalts,how about spanish food
request,phone number
inform,expensive
thankyou,thank you goodbye
request,post code
inform,any
inform,it doesnt matter
inform,i want to find an expensive restaurant in the south part of town
reqalts,is there anything else
inform,moderately priced
reqalts,is there anything else
request,any price
inform,system irish food
thankyou,um okay thank you good bye
request,can i get the phone number and price range
bye,good bye
inform,moderately priced restaurant
inform,italian
null,unintelligible
request,and the area
request,phone number
inform,polynesian food
null,noise
null,sil
negate,no
request,whats the address
inform,middle
request,whats their phone number
request,and what type of food
request,phone number
inform,breath im looking for a restaurant in the south part of town that serves malaysian food
inform,im looking for one that serves asian oriental food
thankyou,thank you goodbye
request,phone number
affirm,yes
inform,food
request,what is the address
null,unintelligible
inform,italian food
inform,portuguese food
inform,id like a restaurant that serves gastropub food
reqalts,how about asian oriental
inform,doesnt matter
inform,i am looking for a restaurant serving afghan food
request,whats the address
request,type of food
inform,gastro pub
thankyou,thank you good bye
inform,i dont care
inform,australian
inform,im looking for a restaurant in the center
inform,any of town
inform,any
request,whats the address
request,what is the address
null,sil
inform,dont care
request,what is the address
thankyou,thank you good bye
reqalts,is there another restaurant
inform,im looking for a cheap restaurant in the south part of the town
inform,looking for something cheap on the east part of town
inform,im looking for irish food in any price range
inform,thai
thankyou,thank you good bye
inform,dont care
inform,south
inform,id like a restaurant in any area that serves japanese food
request,what is their phone number
inform,i dont care
inform,can i have an expensive restaurant
null,sil
thankyou,thank you good bye
bye,good bye
restart,start over
thankyou,thank you good bye
affirm,yes
inform,can i have a lebanese restaurant
reqalts,there any other
reqalts,how about indian type of food
inform,chinese food
inform,i dont care
null,opean
inform,expensive
null,for a
inform,any restaurant that serves moroccan food
inform,in the east part of town
inform,expensive
reqalts,anything else
inform,moderately priced restaurant
request,what about the phone number
inform,im looking for a cheap restaurant in the north part of town
inform,i want some british food
request,phone number
null,can you hear me
request,phone number
inform,i want to find a cheap restaurant
request,okay whats the address
inform,expensive
reqalts,how about indian food
inform,irish food
affirm,yea
request,address
reqalts,anything else
request,price range
request,what is the address
request,address
inform,im looking for a cheap restaurant that serves mediterranean food
null,unintelligible
thankyou,thank you good bye
inform,south
inform,dont care
inform,gastropub
inform,south bart
request,may i have the price range
null,noise
inform,east side
inform,indonesian
reqalts,what about asian oriental
request,what part of town
reqalts,what about asian oriental
inform,catalan
inform,vegetarian food in the east part of town
thankyou,thank you good bye
inform,i am looking for gastropub food
null,noise
request,can i have the address
inform,im looking for a restaurant serving international food
request,phone number
null,sil
inform,east
request,may i have the phone number
request,whats the phone number
inform,im looking for a restaurant in the west part of town that serves crossover food
inform,any area
inform,food
request,phone number
inform,im looking for a restaurant in the west part of town
inform,i dont care
request,the address
reqalts,is there anything else
thankyou,thank you good bye
reqalts,anything else
inform,asian food
request,whats the address
request,address
thankyou,thank you good bye
inform,im looking for hungarian food i dont care about the price
inform,oriental
thankyou,thank you good bye
inform,any
thankyou,thank you good bye
inform,im looking for a moderately priced restaurant in the west part of town
inform,turkish food
null,unintelligible
request,the phone
inform,im looking for a cheap restaurant in the south part of town
null,laughing
thankyou,thank you good bye
null,okay
affirm,yes
request,what is the address of prezzo
inform,italian food
request,address
request,phone number
inform,um doesnt matter
request,can i have the address please
affirm,right
inform,i need a restaurant that serves halal food
inform,british
hello,hi im looking for an expensive restaurant in south part of town
inform,can you find a modern european restaurant
confirm,is it european
inform,a moderately priced restaurant in the south part of town
thankyou,thank you good bye
inform,italian food
thankyou,thank you good bye
request,whats the phone number
request,what is the phone number
request,could you give me a address
inform,i need a cheap restaurant serving italian food
inform,i need a restaurant in any area with swedish food
request,okay what is their address
inform,uh i dont care
thankyou,thank you good bye
inform,russian food
inform,indian food
reqalts,how about a restaurant that serves french food
null,i want to find
null,noise
inform,east
inform,spanish
inform,i dont care
request,phone number
inform,i dont care
request,whats the phone number
request,can i have the address and phone number please
thankyou,thank you good bye
thankyou,thank you good bye
null,noise
thankyou,thank you good bye
inform,east
thankyou,thank you good bye
request,whats the address
inform,east
request,address
request,what kind of food does it serve
thankyou,thank you good bye
inform,vietnamese food
thankyou,thank you good bye
inform,cheap price range
reqalts,how about european food
inform,indian food
request,uh the post code
request,i want to know the phone number
request,im good can i have the address and phone number please
request,what type of food
request,is it what price range
thankyou,thank you good bye
inform,i dont care
inform,north american
inform,doesnt matter
inform,moderately priced restaurant serving indian food
request,what type of food is it
inform,portuguese
thankyou,thank you good bye
request,what type of food do they serve
request,what is the address and phone number
thankyou,thank you good bye
inform,i want to find a cheap restaurant that serve
inform,african
inform,swedish food
request,address and phone number
thankyou,thank you goodbye
request,what do they serve
thankyou,thank you good bye
thankyou,okay thank you good bye
affirm,right
thankyou,thank you good bye
request,whats their address
inform,malaysian food
inform,caribbean
inform,thai
inform,mediterranean
thankyou,thank you good bye
request,whats the address
thankyou,thank you goodbye
inform,moderately priced south of town
inform,traditional food
inform,im looking for a restaurant that serves
inform,uh i dont care
request,phone number
request,phone number
inform,i dont care
null,im looking
inform,christmas food
request,and the area
request,whats the post code
thankyou,thank you good bye
null,noise
inform,um i want a restaurant in the north side of town and i want to eat christmas food
inform,corsica food
inform,italian food
inform,uh just pick a restaurant
thankyou,thank you good bye
thankyou,thank you good bye
null,sil
inform,cuban
null,unintelligible
inform,japanese food
inform,afghan noise
inform,i need a restaurant serving af
request,whats their price range
request,uh phone number
negate,tv_noise no
null,unintelligible
inform,i dont care
inform,the west part of town
reqalts,is there anything else
null,sil
inform,british
inform,brazilian food
affirm,yes
thankyou,thank you good bye
request,what is the phone number
reqalts,anything else
thankyou,thank you good bye
inform,cheap
affirm,yes
inform,doesnt matter
null,sil
inform,dont care
null,sil
inform,cheap
inform,west
request,whats the phone number
reqalts,is there another alternative
request,phone number
inform,spanish
inform,a restaurant serving thai food
request,type of food
request,and the post code
thankyou,thank you good bye
request,the address
inform,indian food
thankyou,thank you good bye
inform,moderately
request,may i have the phone number
inform,i want a cheap restaurant that serves italian food
request,whats the post code
request,could i get the phone number and price range
negate,no eritrean food
bye,good bye
affirm,yes
request,phone number
inform,crossover
null,okay what was the first one
request,the address
request,whats the address
inform,russian
inform,moderate restaurant south part of town
inform,im looking for a restaurant serving vietnamese food
inform,i dont care
inform,portuguese food
reqalts,how about chinese
inform,austrian food in the west part of town
inform,like to find a restaurant in the east part of town and it should serve indian food
affirm,yeah i need um um m
inform,a restaurant in the south part of town hungarian food
inform,korean
inform,i dont care
reqalts,what about in the west side of town
null,taiwanese
affirm,yes korean food
inform,im looking for a cheap vietnamese restaurant
thankyou,thank you good bye
request,phone number
request,phone number
inform,mexican food
inform,food
affirm,yes
inform,expensive restaurant
inform,north
inform,cheap
inform,chinese food
request,whats the phone number
null,sil
reqalts,how about a turkish restaurant
request,what type of food is it
request,post code
negate,no im looking for a restaurant in the south part of town that serves
inform,im looking for a restaurant in the north
inform,asian oriental
thankyou,thank you good bye
inform,modern european food
inform,i dont care
inform,if there is no such venue how about french type of food
reqalts,is there any other ones anything else
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
inform,chinese
inform,thai food
inform,i want an irish restaurant thats expensive
inform,european
request,whats the address
thankyou,thank you good bye
thankyou,thank you good bye
inform,hungarian
reqalts,ok is there any restaurant that serves chinese food in the east part of town
affirm,yes
inform,south
inform,cheap
inform,im looking for a moderately priced restaurant
null,unintelligible
null,system
inform,south part of town
request,can i get address
request,whats the address
inform,talian food
inform,a cheap
thankyou,thank you good bye
confirm,does it serve korean food
request,the address
inform,it doesnt matter
thankyou,thank you good bye
reqalts,is there anything else
reqalts,how about british food
inform,kosher
inform,i would like indian food
reqalts,how about chinese food
inform,i want to find a cheap restaurant
thankyou,thank you goodbye
affirm,yes
request,may i have its phone number
request,phone number
thankyou,thank you
affirm,yes
null,sil
thankyou,thank you good bye
inform,i do not care
confirm,does it serve canapes food
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
inform,east part of town
request,phone number
bye,good bye
request,what is the phone number
inform,christmas
inform,im looking for a cheap restaurant that serves canapes food
inform,mexican food
inform,im looking for a restaurant in any area
affirm,yes
thankyou,thank you
reqalts,if there is no such venue how about italian type of food
request,what is the phone number
inform,south
inform,im looking for an expensive restaurant that serves hungarian
inform,im looking for a restaurant in the south part of town that serves
inform,vietnamese
inform,asian oriental type food
thankyou,thank you
thankyou,thank you good bye
inform,i dont care
negate,no
inform,breath can you find me danish restaurant
request,address
inform,venetian food
inform,south
inform,sea food
request,what type of food do they serve
thankyou,thank you good bye
thankyou,thank you good bye
null,sil
thankyou,thank you good bye
thankyou,thank you good bye
inform,korean
thankyou,thank you good bye
thankyou,thank you good bye
inform,expensive
inform,id like a restaurant in the north part of town serving indian food
thankyou,thank you good bye
inform,okay uh how bout turkish
thankyou,thank you good bye
reqalts,is there anything else
inform,asian oriental
bye,good bye
reqalts,is there anything else
request,address phone number and type of venue
inform,west
inform,um doesnt matter
inform,restaurant
inform,food
affirm,yes
request,address
inform,center
request,what is the phone number
request,phone number
thankyou,thank you good bye
inform,in the north part of town
request,address
request,may i have the phone number
inform,im looking for cheap food in the north of town
request,address
request,and the address
request,phone number
null,okay
inform,any
request,what is the phone number
inform,expensive
inform,mexican food
inform,i want to find a restaurant
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
request,phone number
request,whats the price range
inform,chinese food
bye,okay thank you and good bye
inform,unintelligible restaurant in the south part of town
null,noise
inform,moderate price
inform,im looking for a cheap restaurant in the west part of town
inform,american
request,okay whats the address
inform,im looking for thai food
inform,im looking for a restaurant in any area that serves malaysian food
request,type of food
request,whats the address
inform,uh im looking for a cheap restaurant
inform,spanish food
null,sil
request,phone number
request,could i have the phone number and address please
negate,no romanian
request,phone number
inform,looking for a restaurant in the east part of town
inform,does not matter
request,whats the price range
inform,danish
thankyou,thank you good bye
inform,looking for a restaurant that serves turkish food
request,phone number
inform,international food
request,and the phone number
thankyou,thank you goodbye
inform,shit served swiss food
request,address and phone number
inform,im looking for a restaurant serving vegetarian food
inform,european food
inform,north
reqalts,how about mediterranean
request,what is the address
request,phone number
request,price range
request,may i have the phone number
request,what is the phone number
inform,im looking for a cheap restaurant in the south part of town
reqalts,what about european
inform,moderately priced
request,whats the address
hello,hello
inform,chinese food
request,address
inform,european food
affirm,right
inform,it doesnt matter
inform,moderate
inform,the north
inform,british food
request,whats their address
inform,european food
inform,indonesian food
inform,british food
bye,good bye
null,noise
affirm,yea
request,may i have the phone number
inform,i dont care
