dialog_act,utterance,predicted_dialogact
reqalts,how about a gastropub,inform
inform,any,inform
request,whats the post code,inform
request,phone number please,inform
request,address,inform
thankyou,thank you good bye,inform
,im done,inform
thankyou,thank you,inform
thankyou,thank you good bye,inform
inform,id like an expensive restaurant in the east part of town,inform
request,what is the phone number,inform
affirm,yes,inform
reqalts,is there anything else,inform
inform,hungarian,inform
inform,british feed,inform
thankyou,thank you good bye,inform
inform,im looking for traditional food,inform
affirm,correct,inform
,okay,inform
thankyou,uh thank you,inform
thankyou,thank you good bye,inform
,noise,inform
inform,west,inform
request,can i have the address and phone number,inform
inform,i dont care,inform
thankyou,thank you good bye,inform
inform,catalan food,inform
inform,uh mediterranean food,inform
inform,uh center,inform
inform,east,inform
inform,i dont care,inform
inform,im looking for a romanian restaurant,inform
inform,im looking for an expensive restaurant in the south part of town,inform
request,may i have the address,inform
inform,i dont care,inform
thankyou,thank you good bye,inform
inform,japanese,inform
,i would like,inform
request,what is the address,inform
inform,i want thai food,inform
bye,okay forget it goodbye,inform
,sil,inform
,cough,inform
inform,i want a restaurant in the north part of town that serves swiss food,inform
thankyou,thank you good bye,inform
inform,im looking an expensive dr expensive restaurant that serves canapes food,inform
reqalts,how about ah one that serves asian oriental,inform
affirm,yes,inform
request,ah where is it,inform
reqalts,do you have anything else,inform
inform,doesnt matter,inform
inform,i dont care,inform
request,phone number,inform
affirm,yes,inform
bye,okay good bye,inform
inform,it doesnt matter,inform
bye,good bye,inform
reqalts,how about british food,inform
inform,cheap price range,inform
inform,jamcian food,inform
request,can i get the phone number,inform
inform,it doesnt matter,inform
thankyou,thank you good bye,inform
request,what is the phone number,inform
thankyou,thank you good bye,inform
inform,spanish,inform
request,location,inform
reqalts,anything else,inform
request,whats the address,inform
,thats all i need,inform
confirm,does it serve vietnamese type of food,inform
inform,can i have a restaurant in the center,inform
inform,can i have a restaurant in the center,inform
inform,can i have irish food,inform
inform,what about irish food,inform
affirm,yes,inform
reqalts,how about korean food,inform
thankyou,thank you good bye,inform
inform,dont care,inform
reqalts,is there anything else,inform
thankyou,thank you good bye,inform
inform,anything,inform
,looking for a,inform
inform,eritrean,inform
negate,no eritrean,inform
inform,eritrean,inform
inform,okay uh spanish food,inform
thankyou,thank you good bye,inform
inform,im looking for a cheap restaurant that serves welsh food,inform
reqalts,how about mediterranean food,inform
inform,mediterranean food,inform
inform,spanish food,inform
inform,im looking for a moderately priced restaurant,inform
thankyou,thank you good bye,inform
request,what type of food,inform
request,what kind of food,inform
thankyou,thank you good bye,inform
inform,i want indian food,inform
inform,indian food west part of town,inform
request,what type of food,inform
thankyou,thank you good bye,inform
inform,spanish food,inform
negate,no,inform
inform,portuguese,inform
request,okay show me the address,inform
inform,cheap restaurant,inform
request,what type of food do they serve,inform
request,whats their post code,inform
thankyou,okay thank you good bye,inform
,breathing,inform
inform,uh any,inform
request,whats the phone number,inform
inform,danish,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
inform,world food,inform
request,part of town,inform
inform,vietnamese,inform
request,whats the post code,inform
thankyou,thank you good bye,inform
inform,mediterranean food,inform
reqalts,is there anything else,inform
request,can i have the address,inform
,noise,inform
inform,i want an indian food restaurant moderate priced,inform
reqalts,how about asian oriental food,inform
inform,it doesnt matter,inform
request,can i have the phone number,inform
reqalts,how about a restaurant in the west part of town serving vietnamese food,inform
request,whats the phone number,inform
,noise,inform
request,address,inform
inform,dont care,inform
inform,dont care,inform
,done,inform
,finished,inform
negate,no,inform
inform,looking for a cheap restaurant east part of town,inform
reqalts,anything else,inform
inform,i dont care,inform
request,whats the price range,inform
affirm,yes,inform
inform,cheap,inform
request,what is the address,inform
affirm,yes,inform
request,post code,inform
inform,west,inform
affirm,yes,inform
request,phone number,inform
bye,good bye,inform
inform,any restaurants,inform
inform,any food,inform
inform,im looking for a moderately priced restaurant in the north part of town,inform
request,what is the phone number,inform
request,what is the address and phone number,inform
confirm,is it moderately priced,inform
inform,any,inform
,incorrect,inform
,is there,inform
inform,i dont care,inform
,noise,inform
reqalts,how about indian food,inform
request,and the phone number,inform
request,and the price range,inform
inform,chinese food,inform
inform,cheap,inform
affirm,yes,inform
request,phone number,inform
inform,im looking for a cheap restaurant in the west part of town,inform
request,whats the address phone number and type of food,inform
,noise,inform
inform,enlish,inform
inform,german food in the centre of town,inform
inform,center of town,inform
inform,singapore,inform
inform,i want italian food,inform
inform,expensive restaurant breath,inform
inform,east,inform
affirm,yea you can give me the address,inform
inform,i need a moderately priced restaurant in the south part of town,inform
inform,it doesnt matter,inform
inform,uh italian food,inform
inform,im looking for an italian restaurant,inform
request,phone number,inform
inform,any,inform
,noise,inform
request,phone number,inform
request,okay whats their address,inform
reqalts,how about vietnamese food,inform
reqalts,how about vietnamese food,inform
inform,scottish,inform
inform,european food,inform
request,may i have their phone number please,inform
inform,im looking for a cheap restaurant,inform
inform,portuguese food,inform
inform,i dont care,inform
inform,im looking for a restaurant in the south part of town and it should serve scandinavian food,inform
reqalts,what about chinese in the south part of town,inform
inform,chinese food,inform
thankyou,thank you good bye,inform
inform,indian restaurant,inform
affirm,yes,inform
request,and what is the address,inform
thankyou,okay thank you good bye,inform
inform,uh im looking for an expensive restaurant in the east part of town,inform
reqalts,another one,inform
bye,okay good bye,inform
request,whats the address,inform
negate,no thank you good bye,inform
inform,traditional food,inform
thankyou,thank you good bye,inform
,noise,inform
request,phone number,inform
thankyou,thank you good bye,inform
inform,moderate,inform
request,any price rage,inform
reqalts,is there anything else,inform
inform,i dont care,inform
thankyou,thank you good bye,inform
inform,any,inform
request,may i have the address pleas,inform
request,and the price range,inform
reqalts,what about north american food,inform
request,what is the phone numbere,inform
bye,bye,inform
reqalts,what about thai food,inform
inform,moderately,inform
inform,im looking for a restaurant in the west part of town,inform
affirm,yes,inform
confirm,is there a thai restaurant,inform
inform,expensive french restaurant,inform
inform,any kind,inform
request,phone number,inform
inform,want one that serves international food,inform
affirm,yes,inform
inform,moderate,inform
,i need the nor,inform
bye,bye,inform
request,the area of the venue,inform
inform,north,inform
confirm,is it moderately priced,inform
thankyou,okay thank you good bye,inform
inform,a cheap restaurant and it should be in the west part of town,inform
request,whats the address,inform
request,and phone number,inform
inform,portuguese food,inform
inform,cheap,inform
inform,italian food,inform
inform,looking for a restaurant in the center that serves vegetarian food,inform
reqalts,how about oriental type of food,inform
affirm,correct,inform
thankyou,thank you good bye,inform
reqalts,how about european type food,inform
bye,okay good bye,inform
thankyou,thank you,inform
inform,i want to find chinese food,inform
,noise,inform
thankyou,thank you,inform
inform,thai food,inform
inform,afghan food,inform
thankyou,thank you good bye,inform
inform,cheap,inform
affirm,yes,inform
inform,south,inform
inform,im looking for a cheap restaurant in the east part of town,inform
,sil,inform
request,whats the address,inform
thankyou,thank you good bye,inform
inform,international food,inform
request,could i have the phone number and post code please,inform
reqalts,how about mediterranean food,inform
inform,mediterranean food,inform
inform,moderate,inform
request,what is the phone number,inform
request,can i have the address,inform
inform,i need an expensive restsurant in the east part of town,inform
request,address,inform
inform,any type of food,inform
thankyou,thank you good bye,inform
hello,hello,inform
request,whats the phone number talking,inform
,background_speech,inform
,background_speech,inform
inform,north creative,inform
request,address,inform
thankyou,thank you good bye,inform
inform,im looking for a moderately priced restaurant in the west part of town,inform
request,whats the address,inform
inform,dont care,inform
inform,moderate,inform
request,can i get the phone number,inform
request,phone number,inform
reqalts,how about european food,inform
thankyou,thank you good bye,inform
inform,breath id like a moderately priced restaurant that serves thai food,inform
inform,thai food,inform
affirm,yes serving chinese food,inform
request,can i have their address,inform
inform,it doesnt matter,inform
thankyou,thank you good bye,inform
thankyou,thank you,inform
negate,no,inform
affirm,yes,inform
,noise,inform
reqalts,um what about chinese,inform
inform,any,inform
inform,east,inform
request,can i have the address please,inform
request,what is the address and phone number,inform
inform,any kind,inform
request,what is the address,inform
affirm,yes,inform
inform,turkish food,inform
,i would like,inform
,you tell me,inform
request,whats the address,inform
affirm,yes,inform
negate,no,inform
request,address,inform
inform,um im looking for an expensive restaurant,inform
inform,south part,inform
inform,im looking for an expensive restaurant,inform
inform,im looking for an expensive restaurant,inform
inform,and it should be in the south part of town,inform
thankyou,thank you goodbye,inform
affirm,yeah,inform
request,can i get the address,inform
inform,im looking for a moderate priced restaurant serving jamaican food,inform
reqalts,how about asian oriental type of food,inform
inform,asian oriental type of food,inform
affirm,yes,inform
request,can i have the phone number,inform
request,phone number,inform
reqalts,how about spanish,inform
,noise,inform
affirm,yes,inform
inform,an expensive restaurant in the south part of town,inform
inform,any type,inform
request,address,inform
inform,steak house food noise steak house food,inform
request,can i have the phone number,inform
bye,thank you good bye thank you good bye,inform
inform,any type,inform
inform,cheap,inform
inform,seafood,inform
inform,seafood,inform
inform,seafood,inform
inform,seafood,inform
,sea,inform
negate,no,inform
inform,seafood,inform
inform,im looking for a restaurant in the east part of town,inform
inform,indonesian,inform
request,what is the phone number,inform
request,whats the address,inform
thankyou,thank you good bye,inform
affirm,yes,inform
inform,moderate,inform
affirm,yes,inform
request,phone number,inform
,noise,inform
,noise,inform
inform,oriental food,inform
inform,asian oriental food,inform
reqalts,how about indian food,inform
negate,no indian,inform
reqalts,how about indian food,inform
request,what is the address,inform
affirm,yes,inform
affirm,yes,inform
inform,north side,inform
request,whats its address,inform
thankyou,uh thank you and goodbye,inform
negate,no,inform
reqalts,what about chinese food,inform
thankyou,thank you good bye,inform
,unintelligible,inform
inform,asian food,inform
inform,french food any french food,inform
inform,doesnt matter,inform
affirm,yes,inform
bye,goodbye,inform
,sil,inform
,sil,inform
inform,moderate,inform
thankyou,thank you good bye,inform
inform,restaurant in the south part of town serving turkish food,inform
affirm,yes,inform
request,address,inform
request,price range,inform
thankyou,thank you good bye,inform
request,address,inform
inform,i am looking for a moderately priced restaurant that serves russian food,inform
inform,i am looking for a moderately priced restaurant that serves russian food,inform
inform,russian,inform
inform,food,inform
request,what type of food do they serve,inform
inform,russian food,inform
inform,chinese foo,inform
inform,chinese foo,inform
thankyou,thank you good bye,inform
inform,japanese food,inform
inform,japanese food,inform
inform,south,inform
inform,brazilian,inform
affirm,yes,inform
inform,any,inform
thankyou,thank you good bye,inform
inform,romanian food,inform
inform,vietnamese,inform
thankyou,thank you good bye,inform
inform,expensive,inform
request,whats its address,inform
inform,world,inform
inform,vietnam,inform
affirm,yes,inform
request,address,inform
reqalts,how about international food,inform
inform,indian indian food in the east part of town,inform
inform,dont care,inform
request,the address,inform
request,the phone number,inform
inform,find spanish restaurant,inform
inform,indonesian,inform
inform,asian restaurant,inform
inform,doesnt matter,inform
request,address,inform
inform,any,inform
request,and what is the address,inform
request,address,inform
request,phone number,inform
inform,im looking for a restaurant in any area that serves cantonese food,inform
affirm,yea,inform
reqalts,how about gastropub food,inform
inform,gastropub type of food,inform
inform,that serves gastropub,inform
request,may i have the address,inform
inform,im looking for turkish food,inform
inform,i dont care,inform
request,whats the address,inform
inform,any,inform
thankyou,thank you good bye,inform
inform,i would like a restaurant in the west part of town that serves russian food,inform
inform,russian food,inform
thankyou,thank you good bye,inform
inform,uh it does i dont care,inform
request,whats the post code,inform
reqalts,how about chinese,inform
request,what price range is it,inform
inform,what about the center area,inform
affirm,yes,inform
request,post code,inform
request,postcode,inform
thankyou,thank you goodbye,inform
request,tasty then whats the phone number,inform
negate,no,inform
request,address,inform
request,address,inform
reqalts,how about cheap portuguese food,inform
negate,no,inform
inform,i want a jamaican food restaurant in the center part of town,inform
inform,i dont care,inform
request,can i get the address,inform
thankyou,thank you goodbye,inform
request,what is the address,inform
thankyou,thank you good bye,inform
inform,doesnt matter,inform
request,can i get the address and post code,inform
inform,gastro pub,inform
request,address,inform
thankyou,thank you good bye,inform
inform,i dont care,inform
reqalts,is there anything else,inform
thankyou,thank you good bye,inform
inform,id like a cheap restaurant on the south of town,inform
request,what is the post code,inform
inform,english food,inform
request,whats the phone number of burger kitchen,inform
request,and the type of food at gourmet burger kitchen,inform
inform,uh expensive,inform
reqalts,another restaurant,inform
inform,uh italian,inform
inform,west,inform
inform,moderate,inform
thankyou,thank you good bye,inform
request,address,inform
reqalts,how about vietnamese food,inform
request,may i have the phone number please,inform
request,phone number,inform
negate,no,inform
,pizza,inform
request,what is the address and phone and postal code,inform
request,area,inform
inform,im looking for a restaurant in any area,inform
reqalts,how about modern european food,inform
thankyou,thank you good bye,inform
thankyou,breath thank you goodbye,inform
inform,doesnt matter,inform
affirm,yes,inform
reqalts,is there anything else,inform
inform,im looking for a restaurant in the north of town serving french type of food,inform
inform,chinese,inform
request,what is the address and postcode,inform
thankyou,thank you goodbye,inform
reqalts,um how about european food,inform
thankyou,thank you good bye,inform
request,postcode,inform
inform,cheap restaurant,inform
inform,i would like chinese food,inform
request,what is the address and post code,inform
request,what is the phone number,inform
inform,north,inform
inform,north,inform
inform,steakhouse,inform
inform,european food,inform
request,address,inform
thankyou,thank you good bye,inform
inform,singaporean,inform
reqalts,how about vietnamese,inform
inform,vietnamese food,inform
request,whats the telephone number,inform
request,what is the address,inform
inform,im looking for a restaurant on the east part of town that serves scandinavia food,inform
reqalts,how about chinese,inform
inform,doesnt matter,inform
affirm,yes,inform
inform,british food,inform
affirm,yes,inform
,okay,inform
thankyou,thank you good bye,inform
negate,no,inform
inform,moderately priced restaurant,inform
inform,serves halal food,inform
inform,halal,inform
inform,halal food,inform
inform,asian oriental food,inform
affirm,yes,inform
request,and phone nubmer,inform
,unintelligible,inform
request,address,inform
thankyou,thank you good bye,inform
reqalts,how about indian food,inform
inform,i want christmas food,inform
thankyou,thank you goodbye,inform
thankyou,thank you goodbye,inform
thankyou,thank you goodbye,inform
,sil,inform
inform,the turkiesh food,inform
inform,turkey food,inform
inform,restaurant,inform
inform,turkiesh food,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
bye,good bye,inform
reqalts,okay how about a gastropub,inform
bye,okay thank you and good bye,inform
thankyou,thank you good bye,inform
inform,im looking for a cheap restaurant in the west part of town,inform
inform,im looking for a korean restaurant in the expensive price range,inform
thankyou,thank you good bye,inform
inform,any kind of food id like a cheap restaurant,inform
affirm,yes,inform
request,can i get their address and phone number,inform
request,may i have the address,inform
inform,expensive restaurant in the east part of town,inform
inform,any,inform
request,may i have the phone number,inform
thankyou,thank you good bye,inform
inform,cheap restaurant south part of town,inform
inform,any type,inform
inform,food type,inform
inform,any,inform
inform,spanish,inform
affirm,yes in the west part of town,inform
inform,im looking for a restaurant that serves african food,inform
request,whats the address,inform
request,what is the phone number,inform
bye,bye,inform
inform,dont care,inform
inform,any,inform
request,address,inform
request,phone number,inform
thankyou,thank you good bye,inform
,sil,inform
inform,lebanese food,inform
thankyou,thank you good bye,inform
inform,im looking for world food,inform
inform,i dont care,inform
request,whats the post code,inform
inform,i dont care,inform
,sil,inform
request,may i have the address,inform
,how about the,inform
,cough,inform
,unintelligible,inform
request,oh whats the phone number,inform
inform,what about modern european,inform
request,whats the phone number,inform
thankyou,thank you good bye,inform
inform,i want to find a cheap restaurant and it should serve scandinavian food,inform
,okay is there,inform
request,address,inform
request,address,inform
,noise,inform
negate,no,inform
,what,inform
inform,east,inform
inform,i am looking for an expensive restaurant that serves,inform
request,whats the address,inform
inform,east noise,inform
request,whats the address,inform
inform,venetian food,inform
thankyou,thank you goodbye,inform
inform,i need a cuban restaurant that is moderately priced,inform
thankyou,thank you good bye,inform
inform,uh doesnt matter,inform
inform,international food,inform
bye,okay thank you and good bye,inform
reqalts,is there any thing else,inform
request,can i have the address,inform
negate,no,inform
inform,korean,inform
affirm,yes,inform
request,what is the price range,inform
inform,east,inform
inform,east,inform
thankyou,thank you good bye,inform
inform,halal food,inform
inform,asian oriental type of food,inform
,noise,inform
request,and phone number,inform
,inaudible,inform
,inaudible,inform
request,phone number,inform
request,where,inform
request,what area,inform
request,phone number,inform
reqalts,how about european food,inform
affirm,yes,inform
request,phone number and address,inform
inform,restaurant east,inform
inform,greek food,inform
request,address,inform
inform,pan asian food,inform
inform,im looking for a moderately priced restaurant in the south part of town,inform
,unintelligible,inform
request,can i have the address and post code,inform
inform,i dont care,inform
thankyou,thank you good bye,inform
inform,i dont care,inform
thankyou,thank you good bye,inform
affirm,yes,inform
request,curry prince address and phone number,inform
inform,east,inform
thankyou,thank you goodbye,inform
thankyou,thank you good bye,inform
request,address,inform
request,telephone number,inform
inform,im looking for a restaurant in the center part of town,inform
inform,hungarian food,inform
negate,no hungarian food,inform
request,what is the address,inform
negate,no british food,inform
inform,afghan food,inform
reqalts,how about chinese,inform
request,whats the phone number,inform
affirm,yes,inform
request,whats the phone number,inform
thankyou,thank you good bye,inform
request,area,inform
thankyou,thank you good bye,inform
thankyou,thank you goodbye,inform
inform,moderate price west part of town,inform
request,address,inform
thankyou,thank you good bye,inform
,noise,inform
request,address,inform
thankyou,thank you good bye,inform
request,what area is it in,inform
request,what kind of food is it,inform
request,what kind of food is that,inform
request,address,inform
reqalts,how about french,inform
inform,mexican,inform
inform,uh restaurant,inform
request,address,inform
inform,cheap jamaican,inform
request,what kind of food does it serve,inform
deny,i dont want chinese,inform
inform,cheap restaurant that serves,inform
inform,im looking for an expensive restaurant in the east part of town,inform
reqalts,is there anything else,inform
inform,im looking for a restaurant in any area it should serve gastropub food,inform
inform,north american food,inform
inform,anything,inform
inform,jamaican food,inform
inform,chinese,inform
request,address,inform
thankyou,thank you good bye,inform
inform,the east part of town,inform
request,what type of food,inform
request,i want to find the address,inform
inform,i want to find a moderately priced restaurant and it should serve asian food,inform
inform,italian food,inform
reqalts,how about persian food,inform
inform,what about modern european type food,inform
affirm,yes,inform
inform,modern european,inform
request,okay can i get the address,inform
reqalts,what about chinese food,inform
reqalts,how about chinese food,inform
request,can i get an address phone number and post code,inform
inform,price over food west part of town,inform
inform,class over,inform
,unintelligible,inform
thankyou,thank you good bye,inform
inform,brazilian,inform
request,phone number,inform
inform,im looking for tuscan food,inform
inform,expensive,inform
negate,no,inform
inform,restaurant in any area international food,inform
request,address,inform
thankyou,thank you good bye,inform
request,what is their address and phone number,inform
inform,north,inform
thankyou,thank you goodbye noise,inform
request,may i have the address and the phone number,inform
request,phone number,inform
request,phone number,inform
,sil,inform
request,and whats their phone number,inform
thankyou,thank you good bye,inform
inform,in the north part of town,inform
affirm,yes,inform
request,what is the address and the type of food,inform
,static,inform
inform,oh i need to be in the north,inform
inform,any kind,inform
inform,doesnt matter,inform
inform,i dont care,inform
inform,it doesnt matter,inform
request,what is the phone number,inform
hello,hi im looking for mexican food,inform
negate,no im looking for pan asian,inform
reqalts,how about asian oriental,inform
affirm,right,inform
inform,oriental,inform
reqalts,what about asian oriental,inform
request,what type of food do they ser,inform
request,the address,inform
request,what type of food do they ser,inform
inform,moderate,inform
inform,gastropub,inform
thankyou,thank you good bye,inform
request,postcode,inform
thankyou,thank you goodbye,inform
thankyou,thank you goodbye,inform
,moder,inform
request,what is the address,inform
thankyou,thank you good bye,inform
deny,wrong,inform
reqalts,anything else,inform
request,address,inform
request,address,inform
request,what is the type of food,inform
request,what is the address and phone number,inform
thankyou,thank you good bye,inform
request,whats the phone number,inform
reqalts,is there anything else,inform
inform,fusion food,inform
affirm,yes,inform
inform,fancy restaurant moroccan food,inform
inform,european,inform
inform,european food,inform
thankyou,thank you goodbye,inform
request,type of food,inform
request,type of food do they serve,inform
inform,indian food,inform
affirm,yes,inform
reqalts,how about asian oriental,inform
affirm,right,inform
inform,any,inform
inform,caribbean food,inform
inform,im looking for a restaurant in the north part of town,inform
request,what is the address,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
inform,asian oriental type of food,inform
affirm,yes,inform
inform,it doesnt matter,inform
,sil,inform
request,what is the phone number,inform
inform,an expensive restaurant,inform
request,and the phone number,inform
affirm,yes south part of town,inform
inform,it deosnt matter,inform
,noise,inform
request,post code,inform
inform,any food,inform
request,ah whats the address,inform
thankyou,thank you goodbye,inform
inform,looking for a restaurant that serves lebanese food,inform
affirm,yes,inform
request,could i have the address,inform
affirm,right,inform
inform,barbecue food,inform
inform,indian food,inform
inform,any price range,inform
request,i need to know the phone number and price of food,inform
inform,dont care,inform
inform,id like to find a cheap restaurant in the west part of town,inform
request,whats the address,inform
thankyou,thank you good bye,inform
request,phone number,inform
thankyou,thank you good bye,inform
,unintelligible,inform
inform,in the west,inform
request,what is their phone number,inform
inform,international food,inform
request,phone number,inform
thankyou,thank you goodbye,inform
inform,im looking for a moderately priced restaurant in the south part of town,inform
thankyou,thank you good bye,inform
,unintelligible,inform
,noise,inform
inform,unintelligible expensive,inform
,okay,inform
inform,im looking for an expensive restaurant that serves signaporean food,inform
request,can i get the phone number,inform
inform,im looking for a restaurant in the center part of town that serves european food,inform
request,address,inform
inform,english food,inform
request,phone number,inform
thankyou,thank you good bye,inform
inform,cheap restaurant east part of town,inform
thankyou,thank you good bye,inform
inform,its a restaurant in the south of town that serves italian food,inform
request,could i have their phone number and post code,inform
inform,i dont care,inform
inform,any,inform
inform,any,inform
thankyou,thank you good bye,inform
affirm,yes,inform
request,phone number,inform
inform,i want a moderately priced restaurant in the north part of town,inform
confirm,is that in the north part of town,inform
inform,i need a cheap restaurant,inform
inform,doesnt matter,inform
affirm,yes,inform
request,what area,inform
request,what kind of food does it serve,inform
thankyou,thank you good bye,inform
inform,irish,inform
request,what is the address and phone number and area,inform
affirm,yes,inform
inform,cheap restaurant,inform
request,whats the address,inform
inform,cantonese food,inform
inform,food,inform
inform,cantonese,inform
thankyou,thank you,inform
,noise,inform
inform,i would like a cheap restaurant in the north part of town,inform
inform,do you have chinese food,inform
request,can i have the address,inform
thankyou,thank you goodbye,inform
request,what is the address and phone number,inform
,sil,inform
,noise,inform
request,address,inform
inform,any,inform
thankyou,thank you good bye,inform
inform,north part,inform
inform,doesnt matter,inform
request,okay can i have the address,inform
request,okay and the phone number please,inform
thankyou,thanks goodbye,inform
inform,looking for lebanese food in the city center,inform
request,whats the price range,inform
inform,can i have a moderately priced restaurant,inform
reqalts,is there any restaurant serving asian oriental food,inform
inform,asian oriental,inform
inform,the east part of town,inform
request,can i get the address phone number and post code,inform
request,phone number,inform
thankyou,okay thank you good bye,inform
,noise,inform
inform,korean food,inform
affirm,yes that serves korean food,inform
inform,i am looking for a restaurant in the center that serves korean food,inform
request,could i have the address,inform
request,could i have the address,inform
inform,im looking for a moderately priced restaurant in the west part of town,inform
inform,italian food,inform
thankyou,thank you good bye,inform
request,could i have their address and phone number please,inform
inform,that serves corsica,inform
inform,the indian food,inform
thankyou,thank you good bye,inform
inform,cheap,inform
,unintelligible,inform
inform,im looking for a cheap restaurant,inform
inform,i want to find a moderately priced restaurant in the east part town,inform
inform,i dont care,inform
inform,moderately priced,inform
request,what is the phone number,inform
inform,cheap,inform
,sil,inform
thankyou,thank you,inform
inform,looking for a moderately priced restaurant that serves brazilian,inform
thankyou,thank you good bye,inform
request,whats the address and phone number,inform
inform,i want a restaurant in the west part of town that serves australian food,inform
reqalts,how about italian,inform
request,address,inform
request,phone number,inform
inform,dont care,inform
request,address,inform
affirm,yes,inform
affirm,yes,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
inform,unintelligible food,inform
inform,cheap unintelligible food,inform
inform,unintelligible food,inform
inform,im looking for a restaurant in any area that serves russian food,inform
affirm,yes,inform
request,can i get the address,inform
request,the phone number,inform
inform,expensive,inform
inform,expensive,inform
request,address,inform
inform,tuscan,inform
affirm,right,inform
inform,world food,inform
inform,i want a restaurant serving greek food,inform
inform,i want a korean restaurant,inform
request,whats their address,inform
inform,yea im looking for a really cheap restaurant in the east part of town,inform
inform,any,inform
,noise,inform
inform,moderate restaurant kosher food,inform
,noise,inform
inform,chinese,inform
reqalts,next,inform
thankyou,okay thank you good bye,inform
thankyou,thank you good bye,inform
inform,i dont care,inform
inform,north,inform
reqalts,how about asian oriental,inform
reqalts,how about asian oriental,inform
thankyou,thank you good bye,inform
inform,i dont care,inform
inform,i dont care,inform
inform,polynesian food,inform
request,phone number,inform
affirm,yes,inform
request,phone number,inform
request,can i get the address and phone number please,inform
inform,moroccan food,inform
request,what is the address and phone number,inform
request,what is the address,inform
affirm,yes,inform
thankyou,thank you,inform
,noise,inform
request,noise what is the phone number,inform
thankyou,thank you goodbye,inform
inform,cheap restaurant,inform
affirm,yes,inform
thankyou,thank you good bye,inform
inform,im looking for thai,inform
,noise,inform
request,phone number,inform
inform,i need a restaurant in the center of town that serves spanish food,inform
request,what part of town is it in,inform
thankyou,thank you good bye,inform
inform,any,inform
request,phone number,inform
inform,asian oriental,inform
inform,cheap,inform
request,phone number,inform
thankyou,thank you good bye,inform
inform,scandinavian food,inform
request,address phone number,inform
thankyou,thank you good bye,inform
inform,in the moderately price,inform
reqalts,how about indian food,inform
inform,indian,inform
thankyou,thank you good bye,inform
inform,im looking for a restaurant that serves afghan food,inform
inform,doesnt matter,inform
inform,it doesnt matter,inform
inform,expensive,inform
inform,restaurant in the west part of town that serves cuban food,inform
affirm,yes,inform
,sil,inform
,sil,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
affirm,ye,inform
request,alright can i have the address,inform
inform,scandinavian,inform
request,phone number,inform
request,phone number,inform
,noise,inform
thankyou,thank you goodbye,inform
reqalts,is there a restaurant serving british food,inform
affirm,right,inform
affirm,right,inform
bye,you good bye,inform
affirm,right,inform
inform,west,inform
,sil,inform
request,can i get the phone number,inform
affirm,yes,inform
,noise,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
thankyou,okay cool uh good bye thank you,inform
inform,north,inform
inform,north,inform
inform,north,inform
reqalts,is there anything else,inform
request,phone number,inform
request,phone number,inform
request,type of food do they serve,inform
request,whats the price range,inform
inform,any,inform
inform,anything,inform
request,phone number,inform
inform,um italian,inform
affirm,yes,inform
,unintelligible,inform
reqalts,is there anything else in the medium price range,inform
inform,is there anything in the cheap price range,inform
reqmore,more,inform
inform,i dont care,inform
inform,asian,inform
reqalts,is there anything else,inform
thankyou,thank you good bye,inform
inform,im looking for a moderately priced restaurant in the west part of town,inform
inform,i dont care,inform
reqalts,anything else,inform
thankyou,thank you good bye,inform
inform,im looking for a thai restaurant,inform
request,what type of food,inform
request,what is the address and phone number,inform
inform,moderately priced restaurant serving moroccan food,inform
,sil,inform
reqalts,how about indian type food,inform
,noise,inform
request,can i have the address and phone number,inform
inform,noise west,inform
request,what is the address,inform
inform,im looking for a restaurant in the north part of town that serves african food,inform
thankyou,thank you good bye,inform
request,what is the address,inform
request,could i have the phone number please,inform
request,breath whats the phone number of the venue,inform
request,what is the address,inform
request,the address,inform
inform,i would like crossover food,inform
,unintelligible,inform
inform,modern european food,inform
inform,i would like modern european food,inform
request,price range,inform
inform,cheap restaurant,inform
thankyou,thank you good bye,inform
inform,moderately priced,inform
inform,moderate,inform
request,post code,inform
inform,moderately priced restaurant,inform
inform,west part of town,inform
reqalts,anything else,inform
affirm,right,inform
thankyou,thank you good bye,inform
inform,russian food,inform
inform,i dont care,inform
inform,barbecue,inform
inform,barbecue,inform
affirm,yes,inform
request,address,inform
thankyou,thank you good bye,inform
thankyou,thank you good bye,inform
request,phone number,inform
request,what is the address and phone number,inform
,and,inform
reqalts,what about a restaurant that serves chinese food,inform
,and the,inform
inform,cheap restaurant in the east of town,inform
thankyou,thank you good bye,inform
inform,polish food,inform
inform,north american food,inform
inform,it doesnt matter,inform
inform,catalan,inform
request,phone number,inform
reqalts,how about portuguese food,inform
inform,expensive restaurant east part of town,inform
thankyou,thank you good bye,inform
inform,i need a moderately priced restaurant in the west part of town,inform
inform,thai,inform
inform,thai food,inform
reqalts,how about thai food,inform
affirm,uh yes im looking for a cheap restaurant in the west part of town,inform
inform,uh it doesnt matter,inform
request,okay and uh whats their phone number please,inform
bye,okay and um thank you and good bye,inform
inform,id like an expensive restaurant,inform
negate,no,inform
