dialog_act,utterance
inform,any kind
thankyou,thank you goodbye
reqalts,what about asian oriental food
request,uh phone number
request,may i get the phone number
reqalts,is there anything else
reqalts,is there anything else
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,breath thank you goodbye
inform,south
request,price range
null,unintelligible
inform,uh low price range
affirm,yes in the west part of town
inform,any price range
inform,okay moderate price range gastropub
inform,in the north part of town
inform,chiquito
request,what is the address
inform,irish food
request,and what type of food do they serve
request,whats the address
thankyou,thank you
request,what area is it in
thankyou,thank you good bye
inform,find me a moderately priced restaurant in
hello,hello
inform,dont care
null,noise
thankyou,thank you good bye
inform,thai
request,okay whats the phone number
thankyou,thank you good bye
thankyou,thank you good bye
request,phone number
inform,cheap price range
reqalts,okay how about indian food
thankyou,thank you good bye
inform,in the south part of town
request,address
null,try again
inform,asian
inform,im looking for italian food
inform,im looking for an expensive restaurant in the east part of town
request,can i have the address
request,and the price range
inform,moderately priced restaurant turkish food
inform,african food
request,address
request,address phone number
inform,an expensive restaurant serving thai food
request,what is the phone number
thankyou,thank you good bye
inform,in an expensive restaurant
request,what is the address
thankyou,thank you good bye
affirm,yes
inform,im looking for a hungarian restaurant
request,can i have the phone number
request,can i get the phone number
thankyou,thank you good bye
inform,korean food
inform,moderately priced
inform,i want a moderately priced restaurant in the east part of town
reqalts,okay how about asian oriental
affirm,yes
affirm,yes
inform,any price range
thankyou,thank you good bye
request,address and phone number
inform,i want a restaurant serving greek food
request,phone number
thankyou,thank you good bye
null,unintelligible
request,may i have the address and phone number
request,and the price range
inform,corsica food
null,bad
inform,unusual food
inform,chinese
inform,i want a restaurant in the moderate price range
request,whats the address
request,what is the phone number
thankyou,thank you good bye
request,okay whats the phone number
reqalts,is there anything else
inform,um moderate
request,what is the address
inform,what about a spanish restuarant
affirm,yes moderately priced
request,give me the address please
affirm,yeah
inform,cheap
request,what type of food do they serve
inform,any
negate,uh no im loo ah change it to british
inform,a restaurant south part of town
affirm,right
inform,unusual food
affirm,yes
null,how about unintelligible
thankyou,thank you good bye
request,phone number
inform,east part of town
request,area
confirm,does it serve canapes
inform,expensive
affirm,yes
inform,south
request,address
inform,doesnt matter
thankyou,thank you good bye
request,address
request,can i have the address
null,sil
negate,no
reqalts,is there anything else
request,whats the phone number
inform,it deosnt matter
request,whats the phone whats the phone number
request,and what kind of food do they serve
inform,inexpensive
request,phone number
null,fen ditton
reqalts,how about italian
reqalts,how about portuguese food
request,address phone number
request,what area
reqalts,how about international food
null,unintelligible
request,can i get the address phone number and post code
request,whats the address
inform,im looking for a eritrean restaurant in the center of town
null,sil
request,and what type of food do they serve
inform,modern european type food
null,okay and um
request,what is the post code
null,sil
null,noise
inform,i dont care
request,may i get the address and phone number
affirm,yes
request,and whats the phone number
inform,eartrain
inform,i dont care
inform,unintelligible restaurant
inform,moderate
request,address
request,phone number
request,whats the address
affirm,correct
inform,west
inform,i need an expensive restaurant serving british food
inform,uh italian food
affirm,yes
request,what is the address
negate,no
thankyou,thank you good bye
inform,can i find an expensive russian food restaurant
request,phone number
affirm,uh yes i am looking for an expensive restaurant in the south part of
request,phone number
request,address
inform,c h e a p cheap
request,and the price range
request,what kind of food do they serve
thankyou,thank you good bye
request,whats the address
request,phone number
inform,west
thankyou,thank you good bye
thankyou,thank you good bye
null,noise
thankyou,thank you good bye
null,sil
inform,im looking for a restaurant in the south part of town and it should serve canapes food
inform,south
thankyou,thank you goodbye
thankyou,thank you good bye
inform,i dont care
affirm,yes
inform,dont care
request,whats the phone number
thankyou,thank you good bye
inform,north
inform,uh any area
thankyou,thank you and good bye
inform,center
request,address
request,whats the type of food
inform,um i dont know
request,what is the price range
inform,i dont care
request,and what type of food is it
inform,west
request,what is the phone number
thankyou,thank you good bye
request,address
request,address
request,address
inform,id like an expensive restaurant in the south part of town
null,noise
inform,barbecue
thankyou,thank you good bye
request,whats the phone number
inform,gastropub food
request,may i have the phone number and postcode of this ven
thankyou,thank you good bye
inform,i dont give a damn about chinese food i want thai food
inform,restaurant
thankyou,thank you good bye
request,okay whats the address
inform,expensive restaurant south part of town
inform,moderately priced
inform,south
inform,any
inform,um im looking for a restaurant in north part of town
request,can i have the address please
reqalts,how about chinese food
inform,for restaurant
request,address
request,postcode
request,what is the phone number
inform,korean food
inform,doesnt matter
inform,im looking for a moderately priced restaurant in the north part of town
thankyou,thank you good bye
request,what is their phone number
inform,i would like to find a cheap restaurant in the west part of t
thankyou,thank you good bye
inform,chinese
request,uh what type of food
reqalts,how about europea
inform,and asian
request,address
inform,im looking for a restaurant in the center that serves turkish food
inform,center
inform,any price range
reqalts,is there anything else
request,post code
thankyou,thank you good bye
request,what is the price range
negate,no
inform,world food
reqalts,what else do you have
thankyou,thank you good bye
inform,west
request,what type of food
reqalts,how about chinese food
thankyou,thank you good bye
inform,i dont care
null,unintelligible
inform,im looking for an expensive restaurant and it should be east part of town
thankyou,thank you goodbye
thankyou,thank you goodbye
inform,im looking for a restaurant in the east part of town that serves chinese food
thankyou,thank you good bye
inform,im looking for a restaurant in the south part of town serving chinese food
thankyou,thank you good bye
inform,i want to find a restaurant in the east part of town that serves basque food
thankyou,thank you goodbye
negate,no
inform,east part of town
inform,can i have a cheap restaurant in the south part of town
thankyou,thank you goodbye
hello,hello im looking for an expensive restaurant
inform,okay expensive
request,phone number
request,phone number
inform,i dont care
request,price range
inform,lebanese
null,noise
reqalts,uh how about italian food
request,what is the phone number an post code
inform,im looking for a restaurant in the east part of town that serves indian food
inform,cheap
inform,any type of food is okay
inform,thai food
inform,east
inform,japanese
request,id like the address and phone number please
request,can i get address phone number
null,unintelligible
thankyou,thank you good bye
request,can i have the address of the venue
request,address and phone number
inform,south
null,um
inform,italian food
request,what is the phone number
request,and the price range
request,phone number
request,address
null,noise
thankyou,thank you good bye
request,address and phone number
inform,moderate
thankyou,thank you good bye
request,can i have the phone number
request,okay show me the address
reqalts,how about modern european
affirm,yes
inform,south
inform,moderately priced international food
inform,mediterranean food
request,can i please have their phone number
request,and the phone number
thankyou,thank you good bye
inform,persian food
inform,cheap restaurant welsh food
request,whats the address
inform,im looking for a restaurant in the east part of town that serves australian
null,noise
thankyou,thank you good bye
request,address and price range
thankyou,thank you good bye
inform,chinese food
inform,american
inform,im looking for a restaurant in the east part of town
inform,find me an expensive persian restaurant
inform,i dont care
reqalts,how about mediterranean food
thankyou,thank you good bye
inform,thai food
request,what is you gardens phone number
request,address
inform,any part of town
thankyou,okay thank you good bye
reqalts,how about spanish
negate,no im looking
request,what type of food do they serve
null,whats
thankyou,alright thank you goodbye
null,what is one of them
request,whats their address
request,okay what was the name
bye,okay good bye
request,can i get the address
inform,asian oriental
request,post code
request,can you give me the address and phone number
null,noise
inform,north
affirm,yes
affirm,yes
hello,hi im looking for a moderately priced restaurant
request,what is the address
inform,i need a cheap restaurant
request,could i have their address and phone number please
affirm,yea
null,noise
affirm,yea
inform,it doesnt matter
reqalts,is there anything else
request,phone number
request,phone number
inform,im looking for a moderately priced restaurant in the south part of town
inform,korean
bye,good bye
inform,looking for something moderately priced in the south of town
reqalts,what about asian oriental
bye,bye
inform,the south part of town
thankyou,thank you good bye
thankyou,thank you good bye
inform,id like a european food
request,post code
thankyou,thank you good bye
null,unintelligible
null,im looking
inform,thai food
inform,an an expensive restaurant
reqalts,how about thai food thats expensive
inform,what does rice house
inform,cheap restaurant in the east part of town
inform,uh the centre
thankyou,thank you good bye
request,phone number
null,sil
request,phone number
inform,can i get an expensive
inform,moderately priced
inform,international food
inform,the north
thankyou,thank you good bye
negate,uh no thats it thank you and good bye
inform,im looking for a restaurant in the west part of town that serves moroccan food
inform,thai food
bye,good bye
request,what is the address
thankyou,thank you good bye
inform,chinese food
inform,i dont care
thankyou,thank you good bye
inform,any type of food
inform,dont care
request,s the address
inform,singaporean
reqalts,is there anything else
inform,any price range
inform,center
reqalts,is there anything else
null,sil
inform,how about gastro pub type of food
request,whats the phone number
inform,a restaurant in
request,whats the phone number
request,whats the address
inform,im looking for a italian restaurant in east part of town
request,phone number
inform,in the east
inform,i want a cheap restaurant in the north part of town
inform,italian
inform,im looking for a moderately priced restaurant in the east part of town
request,whats the address
thankyou,thank you good bye
request,what is the address
request,may i have the phone number
thankyou,thank you goodbye
null,sil
inform,i dont care
request,what is the phone number
inform,it doesnt matter
request,what is the address of prezzo
negate,no
inform,i want to find a moderately priced restaurant on the east p
request,where is the location
inform,turkish food any area
affirm,yes
inform,asian oriental
request,whats the address
request,phone number
inform,im looking for eritrean food
request,the phone number
reqalts,how about vietnamese food
inform,dont care
thankyou,okay thank you good bye
inform,doesnt matter
inform,cantonese
inform,world food
inform,i dont care
inform,south part
inform,i dont care
thankyou,thank you good bye
inform,any part of town
negate,no
inform,any
affirm,yes
thankyou,thank you good bye
request,what type of food is it
reqalts,anything else
inform,german food
inform,east
inform,moderately
inform,dont care
inform,cuban food
inform,moderate
inform,im looking for a moderately priced restaurant in the east part of town
inform,west
request,whats the address
inform,um anything
request,could i have the phone number and post code
thankyou,thank you good bye
request,phone number and post code
thankyou,thank you good bye
inform,italian
inform,gastropub restaurant
thankyou,okay thank you good bye
inform,spanish food
request,type of food
request,whats the address
inform,cheap
reqalts,how about european food
reqalts,is there anything else
request,what type of food
request,phone number
thankyou,thank you good bye
request,address
null,um
reqalts,anything else
inform,american
affirm,yes
reqalts,how about turkish food
inform,corsica
request,whats the phone number
inform,cheap restaurant east part of town
affirm,yes
inform,cheap restaurant gastropub food
inform,east
inform,cheap
request,what is the address and phone number
thankyou,thank you good bye
affirm,yea
inform,i need a cheap restaurant that serves romanian food
request,what is the address
inform,cheap restaurant in th east part of town
request,address
request,phone number
request,can i get the phone number
inform,im looking for an expensive restaurant that serves european food
negate,no thank you good bye
inform,i dont care
inform,im looking for a restaurant serving romanian food
inform,cheap
reqalts,okay how about indian food
inform,center part of town
inform,any where
inform,vietnamese
thankyou,thank you good bye
request,may i have the address
inform,im looking for a restaurant in the center
inform,italian
inform,any
request,what is the post code
inform,malyasian
thankyou,thank you good bye
bye,alright good bye thank you
inform,okay well any price range at all
inform,center of town
thankyou,thank you good bye
inform,vietnamese food
inform,i dont care
null,re
inform,belgium
inform,mediterranean food
inform,international food
request,what is the phone number
inform,a restaurant in the center that serves leban
reqalts,how about portuguese good
request,part of town the address and postal code please
inform,east
inform,the west side
thankyou,thank you goodbye
thankyou,thank you good bye
affirm,yes
thankyou,thank you goodbye
request,phone number
request,phone number
null,sil
reqalts,is there anything else
reqalts,is there anything else
request,location
inform,im looking for a cheap restaurant
inform,british
request,whats the address
thankyou,thank you good bye
thankyou,thank you good bye
null,i changed my mind
inform,any
request,can i get the phone number
inform,serves lebanese food
inform,north part
reqalts,how about the north part
null,unintelligible
negate,no
inform,im looking for an expensive restaurant in the east part of town
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
inform,expensive restaurant
inform,european food
affirm,yes
reqalts,is there anything else
inform,im looking for a moderately priced restaurant
null,unintelligible
request,phone number
deny,not any more
inform,i dont care
thankyou,thank you goodbye
thankyou,thank you good bye
inform,romanian food
inform,vietnamese food
reqalts,how about north american food
request,address and phone number please
confirm,is it in the center of town
bye,bye
request,where is it
null,system
null,background_speech
reqalts,how about chinese food
request,what is the post code
thankyou,thank you good bye
inform,vegetarian
null,unintelligible
null,noise
request,what kind of food is it
inform,uh scandinavian food
inform,doesnt matter
inform,im looking for polynesian food
inform,looking for a moderately priced restaurant in the south part of
request,the price range
null,unintelligible
inform,it doesnt matter
confirm,is that the north part of town south part of town
inform,restaurant in any area international food
request,phone number
inform,restaurant center serves spanish food
inform,turkish food
inform,south part of town
inform,im looking for an expensive restaurant
inform,i dont care
request,and whats the phone number
inform,cantonese
request,address
inform,italian
inform,uh im looking for a cheap restaurant
thankyou,thank you good bye
inform,moderate
inform,italian
request,what is the address
thankyou,thank you good bye
request,what type of food is it
inform,the center
affirm,yes
bye,see you goodbye
reqalts,okay what about a a modern european
inform,west
inform,any kind of food
request,the address
bye,you good bye
inform,dont care
reqalts,how about italian
bye,bye
request,what is the phone number
request,what is the price range
reqalts,is there a restaurant serving british food
thankyou,thank you goodbye
request,whats the address
null,noise
inform,im looking for a cheap restaurant in the south part of town
inform,fusion food
thankyou,thank you good bye
null,noise
inform,korean food
inform,dont care
inform,any
request,post code
request,phone number
affirm,uh yes im looking for an expensive restaurant that serves korean food
request,whats their address
inform,swedish food
inform,i want to find a moderately priced restaurant in the west part town
thankyou,thank you good bye
reqalts,how about indian food
affirm,yes
inform,any
request,what is the phone number
reqalts,what about korean food
inform,expensive restaurant
thankyou,thank you good bye
request,can i have the address
inform,change that to chinese food
negate,no thai
reqalts,how about italian food
inform,any
inform,south
request,address
reqalts,anything else
thankyou,thank you good bye
inform,um in north
thankyou,thank you noise
inform,expensive restaurant
inform,european food
reqalts,do you have anything else
thankyou,thank you goodbye
request,where is it
request,what is the address and phone number
inform,mexican food
reqalts,what about chinese food
inform,dont care
request,whats the address
reqalts,what about chinese in the south part of town
affirm,yes
inform,italian food
null,cough
null,that is all
inform,looking for a cheap restaurant
request,address
request,how about the phone number
reqalts,how about british type of food
request,address
null,noise
inform,moderately priced restaurant
inform,chinese food
inform,turkish
request,whats the area
affirm,uh yes that serves mediterranean food
thankyou,thank you good bye
inform,im looking for an expensive restaurant in the east part of town
thankyou,thank you good bye
inform,sea food
inform,im looking for thai food
thankyou,thank you goodbye
inform,im looking for an expensive restaurant
request,can i have the address and phone number please
thankyou,thank you good bye
request,whats the postcode
reqalts,thats fine how bout asian food
inform,singapore
inform,im looking for a restaurant in the east part of town serving chinese food
request,what is the price range
inform,expensive
reqalts,what about gasper gastropub type o
null,system
request,and can you tell me the post code
inform,asian oriental
request,address
inform,creative
request,what is the phone number and address
thankyou,thank you good bye
inform,expensive
null,unintelligible
inform,looking for a restaurant that serves lebanese food
inform,i dont care
inform,i dont care
null,of the venue
reqalts,what about italian
inform,indian
thankyou,thank you good bye
reqalts,how about european
inform,north american
inform,the east part
inform,north part of town
inform,indian
inform,im looking for an expensive restaurant in the south part of town
request,what is the address and phone number
negate,no
inform,im looking for an expensive restaurant serving english food
inform,indian food
thankyou,thank you good bye
inform,the south part of town
inform,i dont care
thankyou,thank you good bye
affirm,yes
request,what kind of food
thankyou,thank you good bye
inform,i need a place in the centre of town that serves mexican food
reqalts,is there anything else
reqalts,is there anything else
inform,moderate eur
thankyou,thank you
null,sil
inform,indian food
inform,i dont care in the north part of town
request,phone number
inform,indian
request,phone number and address
request,can i have the address
request,address
request,what is the address
null,noise
inform,any type of food
inform,south
inform,i want a restaurant in the center
request,telephone number
affirm,yes
inform,if there is no such venue how about french type of food
request,whats the address
request,address
thankyou,thank you good bye
thankyou,thank you
inform,korean
inform,thai
inform,expensive restaurant in the east part of town
inform,im looking for turkish food
null,okay
inform,cross over
thankyou,thank you good bye
reqalts,another place
inform,bistro food
thankyou,thank you good bye
thankyou,thank you good bye
affirm,yes
thankyou,okay thank you good bye
inform,looking for a restaurant in the south part of town serving
inform,i want a turkish restaurant in the center part of town
inform,south part of town
inform,cheap
request,type of food
inform,brazilian food
null,unintelligible
reqalts,is there anything else
inform,italian
request,what is the address and phone number
request,address
affirm,yes
request,can i have the phone number and type of food that
request,and the address
inform,any
request,uh address
inform,doesnt matter
inform,a cheap restaurant in the south part of town
inform,restaurant
reqalts,how about russian food
hello,hello
inform,i dont care
request,and whats the phone number
reqalts,how about vietnamese food
thankyou,thank you goodbye
inform,uh italian
reqalts,how about european
inform,italian
request,what is the price range
inform,im looking for a restaurant in any area of town that serves belgium food
inform,austrian food
inform,i want to find a restaurant in the west part of town that serves vietnamese food
null,noise
inform,north
request,whats the post code
null,noise
inform,any
request,what is their address and phone number please
reqalts,how about asian oriental type of food
thankyou,thank you goodbye
inform,im looking for a restaurant that serves japanese food
inform,west
reqalts,how about italian food
inform,south
inform,id like a restaurant in the center that serves mediterranean food
reqalts,how about british food
null,sil
thankyou,thank you goodbye
inform,north part of town
inform,kosher food
inform,sea food
ack,okay and what about the address
inform,i need a moderate priced restaurant in the north part of town
inform,north
request,and what type of food is that
reqalts,what about indian
request,can i have the address
request,can i get the phone number
request,whats their address
thankyou,thank you goodbye
inform,food
request,whats the address
thankyou,thank you good bye
inform,spanish
request,address
request,can i have their address
request,what area
inform,south
request,and the phone number
inform,uh creative food
request,phone number
request,phone number
request,whats the area
request,may i have the phone number
inform,expensive restaurant in the east
inform,i want to find a restaurant in any area
reqalts,anything else
inform,portugese
reqalts,how about north american food
request,whats the phone number
inform,chinese
inform,im looking for a restaurant that serves gastropub food
request,what type of food is
request,and what is the phone number
inform,doesnt matter
inform,uh doesnt matter
inform,im looking for moderately priced in the north part of town
inform,dont care
request,phone number
request,may i have its address
request,address please
bye,bye
request,may i have the phone number
null,im sorry
thankyou,okay uh thank you and good bye
request,what is the address and phone number
null,type
inform,polynesian food
inform,indian food
inform,unintelligible expensive
request,the address
thankyou,thank you goodbye
bye,good bye
null,system
inform,dont care
inform,anything
inform,moroccan food
reqalts,anything else
thankyou,thank you good bye
thankyou,thank you good bye
request,phone number
bye,alright thank you good bye
null,sil
request,uh phone number
thankyou,and thats all thank you and good bye
inform,romanian food
thankyou,thank you good bye
reqalts,what about chinese
request,what is the phone number
request,address
thankyou,thank you good bye
request,okay what were the prices for the other restaurant
inform,australian food
inform,english food
inform,yea id like a moderately priced restaurant in the west
inform,any
inform,greek food
inform,east
null,noise
thankyou,thank you good bye
request,and their phone number
request,what is the address
thankyou,thank you goodbye
inform,cheap
null,noise
inform,dont care
inform,i dont care
thankyou,thank you good bye
inform,moderately priced restaurant
inform,south
inform,restaurant east
inform,im looking for a restaurant in the north part of town that serves french food
reqalts,how about thai food
request,what is the address
null,not sure
inform,any area
affirm,yes
request,address
inform,uh chinese
inform,basque food
request,whats the phone number
inform,korean food
inform,restaurant in the west part of town
inform,i am searching for a moderately priced restaurant in the east part of
inform,cheap
inform,expensive restaurant
null,sil
inform,im looking for a restaurant that serves bistro food in the center of
request,and the post code
affirm,yes
thankyou,thank you good bye
inform,kosher food
thankyou,thank you good bye
negate,no caribbean
request,what type of food do they have
request,i would like the address and phone number
null,unintelligible
inform,moderately priced
affirm,right
inform,indian food
inform,any
thankyou,thank you good bye
negate,no
thankyou,im done thank you
request,can i get the address and type of food
affirm,yes korean food
request,address and phone number
inform,im looking for a restaurant that serves swiss food
affirm,yes i would like portuguese food
inform,seafood
thankyou,thank you good bye
thankyou,thank you good bye
negate,no
inform,im looking for a cheap restaurant that serves swedish food
inform,can i have the venusian food
inform,any
inform,i want an expensive restaurant that serves sea food
inform,im looking for a moderately priced restaurant that serves
request,area
request,and the price range
inform,any
reqalts,how about british food
inform,afghan
request,and the phone number
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,what about korean food
inform,ok i would like to find a restaurant that serves italian food
inform,doesnt matter
request,could i have the address and phone number
inform,moderate
affirm,yes can i have a moderate priced restaurant
thankyou,thank you good bye
reqalts,how about italian food
reqalts,anything else
request,what are the price ranges
inform,any
inform,any
request,post code
request,type of food
request,phone number
inform,im looking for portuguese food
request,can i have the phone number of the venue
negate,no
reqalts,how about italian food
inform,african food
reqalts,how about vietnamese
inform,unintelligible restaurant
inform,west
thankyou,thank you good bye
inform,asian oriental
request,what type of food is it
request,post code
inform,it doesnt matter
negate,no
inform,moderate
inform,any area
inform,i want to find a cheap restaurant
inform,british expensive
thankyou,thank you good bye
null,unintelligible
inform,any
inform,dont care
thankyou,thank you good bye
thankyou,thank you good bye
inform,any kind
request,whats the phone number
null,i would like
request,can i have the address
request,address
null,what about
inform,i need an expensive restaurant in the east part of town
thankyou,thank you good bye
inform,north
inform,im moderate priced restaurant in the north part of town
thankyou,thank you good bye
affirm,yes
inform,i want french
null,sil
inform,british food
request,phone number
inform,gastropub food
request,phone number
request,what area is it in
inform,cheap restaurant uh italian food
request,type of food do they serve
request,postcode
inform,moderately priced
inform,any part of town
affirm,yes
inform,i want to find a moderately priced restaurant and it should be in the west part of town
reqalts,what about the center of town
thankyou,thank you good bye
inform,i want to find a moderately priced restaurant that serves cuban food
reqalts,is there another one
inform,north american food
request,whats their phone number
thankyou,thank you good bye
inform,i dont care
reqalts,is there anything else
inform,singapore
inform,south
request,what type of food do they serve
deny,not european fusion
request,post code
thankyou,thank you goodbye
thankyou,thank you goodbye
request,what area is that
inform,id like to find a restaurant serving french food
inform,um in the south part of town and its cheap
inform,scandinavian
null,noise
inform,indian food
inform,im looking for a moderately priced restaurant in the south part of town
request,price range
reqalts,how about indian food
thankyou,thank you good bye
inform,international food
thankyou,thank you good bye
thankyou,thank you good bye
null,sil
thankyou,thank you good bye
inform,thai food
request,what area is it in
inform,any
affirm,yes
inform,south
thankyou,thank you good bye
inform,indian
inform,expensive
inform,turkish food
request,whats the phone number
inform,can i have the corsica
inform,turkish
thankyou,thank you good bye
request,noise can i get the address and phone number
inform,center
request,what is the address and phone number
request,address
request,could i have the address
affirm,yes
inform,east
inform,looking for a restaurant in the north part of town serving bra
request,post code
request,phone number
inform,doesnt matter
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,anything else
request,breath what type of food is it
reqalts,how about korean now
thankyou,thank you good bye
affirm,yes
null,you tell me
thankyou,thank you good bye
reqalts,is there anything else
thankyou,thank you good bye
inform,im looking for a moderately priced restaurant in the west part of town
reqalts,how about asian oriental
request,what is the phone number
inform,im looking for a cheap restaurant in the west part of town
request,could i have the address phone number and post code
request,what is the address
thankyou,thank you good bye
null,okay can i
inform,vietnamese
inform,british
null,sil
inform,i want to find a restaurant in the west part of town that serves vietnamese food
thankyou,thank you goodbye
request,and the phone number
inform,any
inform,i dont care
inform,cheap restaurant
thankyou,thank you good bye
thankyou,thank you good bye
request,kay can i have the address phone number and the area
thankyou,thank you good bye
thankyou,thank you good bye
inform,turkish
confirm,is it in the center
reqalts,anything else
reqalts,can i get the next one
inform,italian food west part of town
request,can i get the phone number
null,um what
request,whats the address
thankyou,thank you good bye
request,type of food
inform,caribbean food
inform,european
thankyou,thank you goodbye
request,okay and h can i get the address
request,can i have the address
thankyou,thank you good bye
request,price range
inform,gastropub food
inform,i want an indian food restaurant moderate priced
request,area
inform,cheap
request,address
request,whats the phone number
thankyou,thank you good bye
inform,expensive restaurant in the south part of town
inform,christmas food
inform,moderate
null,sil
null,sil
null,tape
inform,asian oriental food
inform,something serving swiss food
request,address phone number price range
inform,cheap
inform,any address
request,what type of food
request,address
thankyou,thank you good bye
request,what is the address please
affirm,right
request,phone number
inform,im looking for a cheap restaurant in the west part of town
null,sil
request,address
inform,portuguese
inform,im looking for a cheap restaurant in south part of
inform,are there any that serves portuguese food
inform,im looking for a cheap restaurant in the east part of town
inform,barbecue food
inform,im looking for jamaican food in the south part of town
thankyou,thank you good bye
null,please
inform,yea im looking for a restaurant in the moderate price range serving vietnamese food
inform,breath im looking for a restaurant in the east part of tow
inform,chinese restaurant please
inform,i dont care
thankyou,thank you goodbye
reqalts,what about italian
request,phone number and address
request,in what area
reqalts,how about moroccan food
request,whats the address
inform,south
null,noise
thankyou,thank you good bye
inform,jamaican food
null,sil
inform,dont care
affirm,yes
inform,north
affirm,yes
inform,what about a moderately priced re
request,what is the address and phone number
request,area
inform,east
thankyou,thank you goodbye
inform,cuban
null,unintelligible
inform,i would like a african restaurant in the center of town
inform,im looking for an expensive restaurant
inform,i dont care
inform,a moderately priced restaurant
inform,east
negate,no indian
thankyou,thank you good bye
thankyou,thank you good bye
inform,in the west part of town
inform,uh anywhere
request,address
inform,moderately priced moderately priced
inform,the south part of town
inform,cheap
inform,moderate
inform,thai
inform,danish
inform,doesnt matter
affirm,right
inform,gastropub
request,whats the address
request,can i have the address
inform,im looking for a restaurant with irish food
null,how about
inform,id like a restaurant in the north part of town that serves tur
inform,i need a cheap restaurant that serves international food
inform,north
request,can i have the address and phone number please
inform,is there a restaurant in the center of town serving
request,and the phone number
inform,how european
request,whats the phone number
thankyou,thank you good bye
inform,european food
thankyou,thank you good bye
inform,im looking for an expensive restaurant in the south part of town
thankyou,thank you good bye
confirm,is it in the cheap price range
request,phone number
thankyou,thank you good bye
thankyou,thank you good bye
affirm,yes
inform,expensive
inform,id like a restaurant in any area that serves vegetarian food
inform,moderate
inform,a restaurant in the south part of town that serves italian food
inform,north american food
thankyou,thank you good bye
request,and whats the address
thankyou,thank you good bye
affirm,yes
inform,chinese food east part of town
request,whats the phone number
inform,italian food
inform,danish
null,range
thankyou,thank you good bye
null,noise
request,expensive price range
inform,center
inform,polynesian food
inform,moderate
negate,no
null,sil
inform,indian
thankyou,thank you good bye
request,type of food
inform,indian food
inform,in the south part
thankyou,thank you good bye
inform,it doesnt matter
thankyou,thank you good bye
confirm,does it serve hungarian food
request,whats the address
inform,cheap restaurant serving unintellgible food
inform,cheap
inform,dont care
inform,i dont care
inform,i want to find a restaurant in the center and it should serve corsica food
inform,caribbean food
reqalts,what about chinese food
inform,im looking for an expensive restaurant that serves hungarian
request,whats the phone number
null,unintelligible
inform,it doesnt matter
inform,expensive
inform,any
inform,any area
request,whats the address
reqalts,anything else
inform,moderate
thankyou,thank you good bye
inform,im looking for a restaurant that serves gastropub food
inform,bistro
request,what type of food do they serve
affirm,uh yes can i find a cheap restaurant in the north part of town
inform,moderately priced
request,address
inform,i dont care
null,i dont
request,what is their post code
request,what type of food
request,what type of food do they serve
request,what is the address and phone number
inform,dont care
request,what is the phone number
null,noise
inform,i dont care
inform,i dont care
inform,any
inform,i want to find a restaurant in the west part of
inform,european food
inform,i want a cheap restaurant in the south part of town
inform,it doesnt matter
reqalts,how about chinese food
negate,no
inform,i dont care about the price
request,and the phone number
inform,swedish
inform,italian
repeat,again please
request,phone number
inform,im looking for an expensive restaurant in the east part of town
request,what is the phone number and address
negate,no i would like a cuban restaurant
request,phone number
request,what type of food
thankyou,thank you good bye
bye,okay good bye
thankyou,thank you goodbye
null,cough
inform,tv_noise im looking for tuscan food
inform,center
inform,center
inform,cheap restaurant in he north part of town
negate,no
thankyou,thank you good bye
inform,looking for a cheap restaurant in the north part of town
inform,im looking for a restaurant in the center that serves bistro food
request,type of food
request,can i get their post code
inform,mediterranean
request,address
inform,im looking for a moderately priced
null,noise
affirm,yes african food
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,uh thank you good bye
affirm,yes
thankyou,thank you thank you goodbye
request,what is the address and phone number
hello,hi i want to serve a cheap restaurant that serves traditional food
request,and the post code
inform,i dont care
request,address and phone number
request,post code
null,unintelligible
inform,west part
request,phone number
reqalts,anything else
thankyou,thank you good bye
request,what type of food is it
request,how about the phone number
request,what is the phone number
thankyou,thank you good bye
inform,any
inform,im looking for thai food
request,phone number
inform,i need a restaurant serving chinese food
request,what is the phone number
request,whats its phone number
affirm,right
inform,i want to find a cheap restaurant and it should be in the east part of town
inform,im looking for a restaurant in the north part of town that serves
inform,moderately priced in the west part of town
inform,south part of town
reqalts,anything else
thankyou,um thank you goodbye
affirm,yes
thankyou,thank you good bye
inform,it doesnt matter
inform,either one
request,oh whats the phone number
thankyou,thank you
affirm,yes
request,good whats the address
thankyou,thank you good bye
reqalts,what about chinese food
inform,cheap restaurant west part of town
inform,tuscan food
thankyou,thank you good bye
inform,korean
inform,um i dont know
inform,any price range
inform,looking for a restaurant that serves spanish food
request,phone number
request,phone number
thankyou,thank you good bye
inform,dont care
request,what is the address
thankyou,thank you good bye
inform,cheap
request,phone number
inform,dont care
request,whats the phone number
inform,any
inform,a moderately priced restaurant in the south part of town
inform,asian oriental
request,and the phone number
reqalts,anything else
request,could i have the area please
inform,the east part of town
thankyou,thank you good bye
request,phone number
thankyou,thank you good bye
inform,chinese food
reqalts,how about vietnamese food
inform,any area
inform,catalan
